3237,F179
2011,T509
1332,T460
1131,T436
1125,J449
1114,T402
1059,E149
1016,T455
947,T405
929,I250
917,F101
907,A419
828,I119
782,I251
753,B182
729,T462
674,E785
553,F102
546,T404
543,E119
535,F109
471,N179
464,T424
438,I219
435,T432
426,E669
425,T751
391,F03
389,T451
326,I10
319,F171
315,J969
307,F119
299,N19
294,T71
278,I500
258,T406
253,T149
252,T426
249,F149
248,E46
247,E668
226,J189
225,J439
218,T391
217,T403
215,C349
214,J960
211,R688
211,K922
210,D649
204,T510
203,U071
199,S099
199,E872
191,I48
190,N189
190,K746
176,T450
173,W19
171,I64
168,I469
157,N390
151,R99
150,I619
149,F199
148,F111
145,F191
143,E889
142,E039
141,T519
138,T401
131,R090
130,E43
129,I499
127,J440
126,E86
125,I429
123,X70
121,T07
121,R092
120,T430
119,T179
118,T300
117,F159
115,I710
113,T420
113,F141
111,R579
111,F172
109,J690
109,C61
108,W18
106,K703
106,I110
105,E875
102,T383
98,R568
96,T435
95,R628
95,E142
92,I516
91,W80
91,T598
91,R570
90,N288
90,E112
89,T407
89,F112
88,I517
84,T141
84,J841
82,X67
82,T58
82,I509
79,T390
78,I420
77,X31
76,S065
76,E780
75,W65
73,S720
72,I639
71,J459
71,F019
70,X00
70,M069
70,E141
69,I269
67,C220
65,X71
65,I255
65,C80
63,F129
62,T461
62,R001
62,I709
61,R068
61,J441
60,R58
60,F139
60,C509
59,J180
58,R522
58,G309
57,T486
57,I259
57,A490
56,X599
56,J961
56,G931
56,F151
55,X30
55,I609
55,D689
55,A499
54,R13
54,I629
53,E162
52,T599
52,T447
52,I312
51,V892
51,N185
51,K566
51,B24
50,I120
50,C189
48,R64
48,R000
48,I802
46,R53
46,J849
46,I519
45,I461
45,I131
44,T099
44,E871
43,T428
43,E109
43,B238
42,W69
42,K729
41,J984
41,E789
40,T368
40,E878
39,C795
38,R54
38,I694
38,F069
38,D619
37,T423
36,S299
36,K559
36,I38
36,I350
35,S199
35,S068
35,I214
35,F059
34,J80
34,A047
33,T797
33,C787
32,W10
32,T481
32,J448
32,D696
32,C859
32,C679
31,I739
31,F121
31,E145
31,E115
29,X47
29,X45
29,T679
29,T659
29,T427
29,R55
29,I272
29,G20
29,E876
28,S019
28,F107
28,F103
27,T393
27,F329
27,C259
26,W74
26,R798
26,K590
26,I518
26,C793
25,T828
25,T449
25,S619
25,K760
25,E877
25,C780
24,T411
24,R578
24,M199
24,I959
24,D65
23,Y21
23,W84
23,W67
23,I248
23,E835
23,C798
23,B203
23,A498
22,X74
22,T483
22,T433
22,K720
22,I713
22,E274
21,R529
21,K709
21,K631
21,J181
21,I634
21,C900
21,C64
21,C159
20,Y86
20,S223
20,C911
19,S729
19,S399
19,R571
19,R098
19,M819
19,K704
19,I620
19,I472
19,I319
19,G934
19,G473
19,D62
19,C229
19,B201
19,A491
18,R630
18,N180
18,K567
18,J81
18,I679
18,E870
18,D469
17,X72
17,V877
17,T699
17,T68
17,T441
17,T378
17,M628
17,K264
17,K219
17,I678
17,I614
17,I279
17,I258
17,C20
17,A415
16,T887
16,T369
16,N289
16,M809
16,K700
16,K661
16,K254
16,I613
16,I490
16,D509
16,B49
16,B171
16,B169
16,A099
15,Y34
15,W79
15,V092
15,S129
15,S069
15,R739
15,R402
15,R064
15,R02
15,N183
15,M549
15,I610
15,I132
15,G419
15,F09
15,D70
14,X590
14,W73
14,T818
14,T465
14,T365
14,L039
14,K769
14,K767
14,I672
14,I359
14,E880
14,E662
14,E144
14,D849
14,B208
13,T456
13,R18
13,I615
13,I458
13,I249
13,F192
13,E114
13,C140
13,B99
13,A410
12,X69
12,T758
12,S062
12,R31
12,R048
12,N039
12,K859
12,K659
12,K650
12,K578
12,K274
12,I698
12,I426
12,F100
12,C169
11,W78
11,T794
11,T504
11,T387
11,R91
11,R11
11,N184
11,M869
11,M259
11,M139
11,K255
11,J90
11,J432
11,G92
11,G35
11,F104
11,E117
11,E111
11,D695
11,C833
11,C56
11,C329
11,B948
10,T505
10,T374
10,T139
10,R601
10,R509
10,I718
10,I693
10,I632
10,I607
10,I428
10,E102
10,D899
9,W06
9,V031
9,T508
9,T421
9,T412
9,T361
9,S219
9,S066
9,R042
9,N40
9,N10
9,K550
9,J988
9,J850
9,J47
9,J159
9,I711
9,I422
9,E854
9,E782
9,D728
8,X49
8,T819
8,T812
8,T670
8,T490
8,T484
8,T093
8,T08
8,S423
8,S328
8,R636
8,R060
8,N009
8,M797
8,M480
8,M419
8,M109
8,K564
8,K265
8,I99
8,I340
8,G409
8,E271
8,E147
8,E079
8,E059
8,D500
8,C719
8,B227
8,B218
7,Y579
7,X78
7,X66
7,X65
7,X59
7,X41
7,V485
7,T817
7,T814
7,S224
7,R263
7,N200
7,L89
7,L409
7,K861
7,K579
7,K318
7,J942
7,J152
7,I514
7,I330
7,I059
7,F319
7,F131
7,D869
7,D693
7,C541
7,C439
7,C109
7,B179
6,X09
6,W75
6,W01
6,V059
6,T983
6,T464
6,T413
6,S370
6,S270
6,R34
6,N300
6,N170
6,M726
6,L512
6,K768
6,K565
6,K562
6,J869
6,I719
6,I700
6,I471
6,I358
6,I080
6,G318
6,G301
6,F067
6,E440
6,E101
6,C829
6,C782
6,B942
6,B91
6,B59
6,B207
6,B199
6,B181
5,Y26
5,Y15
5,X91
5,X83
5,W76
5,V435
5,T827
5,T452
5,T415
5,T372
5,T142
5,S824
5,S799
5,S119
5,R730
5,R680
5,R609
5,R33
5,R198
5,N12
5,M321
5,M316
5,L899
5,L031
5,K928
5,K759
5,K529
5,K519
5,K297
5,J111
5,I850
5,I714
5,I712
5,I498
5,I495
5,I081
5,G822
5,F54
5,F419
5,F322
5,F051
5,E888
5,E639
5,E611
5,E278
5,E213
5,D735
5,D682
5,C921
5,C851
5,C819
5,C519
5,C444
5,C029
5,A414
4,Y850
4,Y839
4,Y19
4,Y17
4,X80
4,X76
4,X73
4,X68
4,W83
4,V499
4,V299
4,V294
4,T96
4,T909
4,T810
4,T740
4,T568
4,T528
4,T503
4,T492
4,T476
4,T140
4,T019
4,S828
4,S699
4,S369
4,S320
4,S271
4,S131
4,R638
4,R470
4,R410
4,R190
4,Q613
4,M353
4,L984
4,L97
4,L089
4,K740
4,K739
4,K560
4,K409
4,K311
4,K279
4,K266
4,K226
4,K20
4,J982
4,J939
4,J679
4,J61
4,J46
4,J42
4,J40
4,J398
4,J110
4,J101
4,I829
4,I771
4,I635
4,I513
4,I351
4,I050
4,G936
4,G710
4,G312
4,G311
4,G310
4,F142
4,F011
4,E898
4,E802
4,E512
4,E146
4,D860
4,D685
4,D45
4,D329
4,C920
4,C788
4,C786
4,C499
4,C341
4,C221
4,B909
4,B349
4,A412
4,A310
3,Y848
3,Y836
3,Y453
3,Y355
3,Y33
3,Y20
3,Y09
3,X95
3,X08
3,X06
3,W70
3,W17
3,W07
3,V575
3,V494
3,V475
3,T941
3,T905
3,T889
3,T868
3,T861
3,T857
3,T650
3,T590
3,T524
3,T502
3,T493
3,T475
3,T466
3,T458
3,T454
3,T448
3,T439
3,T438
3,T410
3,T398
3,T382
3,T379
3,T370
3,T367
3,T360
3,T319
3,T273
3,T111
3,S730
3,S721
3,S628
3,S429
3,S273
3,R788
3,R740
3,R458
3,R418
3,R17
3,R104
3,R091
3,R074
3,N739
3,N119
3,M796
3,M489
3,M348
3,M009
3,L029
3,K85
3,K802
3,K766
3,K701
3,K625
3,K589
3,K573
3,K572
3,K460
3,K403
3,K319
3,K269
3,K259
3,K224
3,J840
3,J700
3,J60
3,J154
3,J151
3,J13
3,I778
3,I772
3,I749
3,I723
3,I702
3,I638
3,I612
3,I608
3,I442
3,I348
3,I139
3,G629
3,G060
3,G049
3,G002
3,F175
3,F152
3,E859
3,E834
3,E831
3,E722
3,E569
3,E232
3,E230
3,E105
3,E050
3,D892
3,D868
3,D759
3,D758
3,D686
3,D66
3,D591
3,D589
3,D508
3,D472
3,D471
3,D432
3,D381
3,C831
3,C779
3,C73
3,C55
3,C539
3,C459
3,C321
3,C19
3,B449
3,B348
3,B232
3,B212
3,A523
3,A319
3,A180
2,Y883
2,Y872
2,Y870
2,Y846
2,Y450
2,Y443
2,Y442
2,Y427
2,X97
2,X58
2,X39
2,X04
2,W66
2,W20
2,W13
2,W00
2,V594
2,V585
2,V274
2,V234
2,V189
2,T913
2,T886
2,T848
2,T821
2,T808
2,T782
2,T749
2,T578
2,T55
2,T549
2,T501
2,T497
2,T487
2,T474
2,T467
2,T463
2,T457
2,T445
2,T443
2,T434
2,T414
2,T380
2,T375
2,T371
2,T314
2,T304
2,T189
2,T146
2,T131
2,T12
2,T10
2,T042
2,S499
2,S420
2,S397
2,S368
2,S364
2,S318
2,S141
2,S060
2,S029
2,S015
2,S010
2,R945
2,R943
2,R780
2,R634
2,R600
2,R451
2,R42
2,R298
2,R268
2,R14
2,R040
2,Q273
2,Q211
2,N823
2,N492
2,N280
2,N209
2,N133
2,N059
2,M879
2,M622
2,M545
2,M541
2,M513
2,M462
2,M45
2,M432
2,M349
2,M332
2,M329
2,L024
2,K929
2,K920
2,K918
2,K902
2,K868
2,K830
2,K754
2,K660
2,K639
2,K638
2,K633
2,K509
2,K469
2,K449
2,K439
2,K296
2,K275
2,K256
2,K229
2,K228
2,J989
2,J986
2,J958
2,J852
2,J851
2,J82
2,J431
2,J219
2,J100
2,I859
2,I776
2,I743
2,I728
2,I671
2,I633
2,I611
2,I515
2,I459
2,I427
2,I209
2,I130
2,I129
2,G935
2,G809
2,G470
2,G244
2,G039
2,F439
2,F39
2,F132
2,E786
2,E743
2,E559
2,E538
2,E45
2,E41
2,E291
2,E279
2,E242
2,E222
2,E140
2,E104
2,E063
2,E035
2,D751
2,D739
2,D738
2,D721
2,D571
2,D510
2,D489
2,D480
2,D376
2,D352
2,D179
2,C959
2,C902
2,C797
2,C794
2,C762
2,C52
2,C449
2,C210
2,C099
2,B399
2,B389
2,B379
2,B220
2,B159
2,A86
2,A418
2,A409
2,A400
2,A169
1,Y838
1,Y833
1,Y832
1,Y831
1,Y69
1,Y649
1,Y560
1,Y497
1,Y483
1,Y434
1,Y433
1,Y429
1,Y409
1,Y408
1,Y404
1,Y30
1,Y28
1,Y23
1,Y11
1,Y04
1,X99
1,X93
1,X90
1,X88
1,X84
1,X81
1,X61
1,X46
1,X42
1,X37
1,X22
1,X20
1,X14
1,X11
1,W94
1,W92
1,W87
1,W54
1,W45
1,W44
1,W38
1,W36
1,W31
1,W22
1,W12
1,W11
1,W08
1,W05
1,V952
1,V950
1,V929
1,V899
1,V870
1,V865
1,V860
1,V849
1,V845
1,V685
1,V579
1,V570
1,V486
1,V483
1,V480
1,V445
1,V284
1,V275
1,V224
1,V199
1,V194
1,V179
1,V041
1,U070
1,T981
1,T97
1,T959
1,T940
1,T919
1,T860
1,T858
1,T845
1,T830
1,T826
1,T824
1,T820
1,T798
1,T796
1,T791
1,T784
1,T754
1,T748
1,T741
1,T730
1,T658
1,T632
1,T604
1,T603
1,T602
1,T566
1,T541
1,T512
1,T500
1,T498
1,T496
1,T494
1,T477
1,T473
1,T469
1,T459
1,T453
1,T446
1,T440
1,T409
1,T408
1,T394
1,T388
1,T385
1,T364
1,T363
1,T318
1,T316
1,T303
1,T230
1,T210
1,T180
1,T178
1,T174
1,T151
1,T148
1,T147
1,T119
1,T091
1,T025
1,T023
1,S920
1,S809
1,S771
1,S709
1,S700
1,S520
1,S519
1,S361
1,S360
1,S352
1,S350
1,S332
1,S325
1,S309
1,S308
1,S297
1,S279
1,S260
1,S250
1,S222
1,S220
1,S121
1,S118
1,S064
1,S061
1,S013
1,S000
1,R944
1,R870
1,R80
1,R783
1,R782
1,R75
1,R749
1,R599
1,R591
1,R590
1,R51
1,R471
1,R468
1,R462
1,R455
1,R413
1,R251
1,R230
1,R21
1,R200
1,R161
1,R160
1,R103
1,R101
1,R049
1,R041
1,R011
1,Q899
1,Q890
1,Q388
1,Q333
1,Q283
1,Q279
1,Q257
1,Q249
1,Q248
1,Q245
1,Q231
1,Q210
1,Q059
1,Q049
1,N990
1,N939
1,N859
1,N838
1,N824
1,N498
1,N459
1,N429
1,N410
1,N368
1,N359
1,N329
1,N321
1,N320
1,N319
1,N309
1,N308
1,N281
1,N251
1,N182
1,N159
1,N051
1,N049
1,N028
1,M954
1,M871
1,M866
1,M844
1,M791
1,M625
1,M609
1,M548
1,M542
1,M511
1,M479
1,M478
1,M469
1,M464
1,M359
1,M350
1,M341
1,M313
1,M250
1,M219
1,M201
1,M169
1,M159
1,M138
1,M050
1,L930
1,L929
1,L905
1,L88
1,L578
1,L519
1,L511
1,L237
1,L129
1,K913
1,K904
1,K869
1,K863
1,K831
1,K829
1,K805
1,K801
1,K765
1,K758
1,K732
1,K721
1,K719
1,K717
1,K716
1,K668
1,K630
1,K629
1,K623
1,K593
1,K570
1,K551
1,K458
1,K440
1,K430
1,K30
1,K292
1,K289
1,K284
1,K276
1,K260
1,K250
1,K227
1,K223
1,K222
1,K221
1,K220
1,K137
1,K121
1,J981
1,J980
1,J948
1,J930
1,J860
1,J684
1,J680
1,J672
1,J450
1,J411
1,J384
1,J329
1,J210
1,J209
1,J155
1,J150
1,J129
1,J123
1,J120
1,J00
1,I958
1,I890
1,I872
1,I830
1,I822
1,I81
1,I803
1,I801
1,I779
1,I770
1,I740
1,I730
1,I729
1,I725
1,I720
1,I701
1,I691
1,I677
1,I674
1,I630
1,I501
1,I400
1,I361
1,I341
1,I313
1,I301
1,I241
1,I208
1,I099
1,I089
1,I078
1,I051
1,H939
1,G98
1,G960
1,G952
1,G939
1,G938
1,G918
1,G825
1,G729
1,G724
1,G723
1,G700
1,G618
1,G509
1,G459
1,G439
1,G406
1,G404
1,G253
1,G243
1,G210
1,G14
1,G122
1,G09
1,G062
1,G061
1,G009
1,G008
1,F919
1,F55
1,F508
1,F448
1,F431
1,F412
1,F411
1,F29
1,F220
1,F209
1,F202
1,F195
1,F181
1,F178
1,F177
1,F140
1,F133
1,F122
1,F113
1,F108
1,F079
1,F072
1,E882
1,E874
1,E873
1,E840
1,E790
1,E778
1,E721
1,E349
1,E343
1,E269
1,E259
1,E237
1,E236
1,E164
1,E15
1,E139
1,E129
1,E116
1,E113
1,E110
1,E107
1,E065
1,E049
1,E041
1,D841
1,D839
1,D809
1,D801
1,D71
1,D699
1,D694
1,D688
1,D684
1,D594
1,D570
1,D529
1,D481
1,D479
1,D473
1,D443
1,D441
1,D440
1,D434
1,D430
1,D414
1,D375
1,D370
1,D361
1,D320
1,D181
1,D126
1,D099
1,C950
1,C924
1,C919
1,C915
1,C910
1,C880
1,C845
1,C840
1,C791
1,C785
1,C781
1,C771
1,C770
1,C767
1,C765
1,C760
1,C751
1,C729
1,C710
1,C680
1,C609
1,C570
1,C492
1,C482
1,C481
1,C457
1,C450
1,C443
1,C435
1,C343
1,C269
1,C260
1,C240
1,C218
1,C186
1,C182
1,C180
1,C154
1,C090
1,C069
1,B440
1,B382
1,B378
1,B342
1,B341
1,B333
1,B259
1,B222
1,B219
1,B217
1,B213
1,B209
1,B206
1,B205
1,B029
1,A835
1,A692
1,A539
1,A488
1,A430
1,A403
1,A402
1,A329
1,A280
1,A170
1,A162
1,A090
1,A084
