bucket,sex,race,overall,position,letter,count
ALL,f,white,0,4,D,78082
ALL,f,white,0,4,R,154757
ALL,f,white,0,4,U,46478
ALL,f,white,0,4,E,267560
ALL,f,white,0,4,T,32434
ALL,f,white,0,4,A,14524
ALL,f,white,0,4,X,12304
ALL,f,white,0,4,S,17363
ALL,f,white,0,4,F,34268
ALL,f,white,0,4,P,7709
ALL,f,white,0,4,H,243
ALL,f,white,0,4,V,21599
ALL,f,white,0,5,D,25646
ALL,f,white,0,5,B,52168
ALL,f,white,0,5,R,30356
ALL,f,white,0,5,N,59388
ALL,f,white,0,5,U,25821
ALL,f,white,0,5,T,8794
ALL,f,white,0,5,E,68263
ALL,f,white,0,5,X,6448
ALL,f,white,0,5,F,15951
ALL,f,white,0,5,C,18768
ALL,f,white,0,5,A,4800
ALL,f,white,0,5,S,5639
ALL,f,white,0,5,P,3184
ALL,f,white,0,5,H,112
ALL,f,white,0,5,V,4660
ALL,f,white,0,6,N,9100
ALL,f,white,0,6,U,8765
ALL,f,white,0,6,E,11831
ALL,f,white,0,6,T,1873
ALL,f,white,0,6,B,8256
ALL,f,white,0,6,D,5489
ALL,f,white,0,6,A,1052
ALL,f,white,0,6,R,4803
ALL,f,white,0,6,S,1331
ALL,f,white,0,6,P,785
ALL,f,white,0,6,F,4459
ALL,f,white,0,6,X,2157
ALL,f,white,0,6,C,4064
ALL,f,white,0,6,H,39
ALL,f,white,0,6,V,815
ALL,f,white,0,7,U,1742
ALL,f,white,0,7,X,524
ALL,f,white,0,7,R,628
ALL,f,white,0,7,C,638
ALL,f,white,0,7,B,1173
ALL,f,white,0,7,S,268
ALL,f,white,0,7,F,858
ALL,f,white,0,7,D,819
ALL,f,white,0,7,E,1685
ALL,f,white,0,7,N,1223
ALL,f,white,0,7,T,307
ALL,f,white,0,7,P,145
ALL,f,white,0,7,A,147
ALL,f,white,0,7,H,12
ALL,f,white,0,7,V,141
ALL,f,white,0,8,B,136
ALL,f,white,0,8,F,122
ALL,f,white,0,8,E,188
ALL,f,white,0,8,S,47
ALL,f,white,0,8,T,29
ALL,f,white,0,8,X,73
ALL,f,white,0,8,D,81
ALL,f,white,0,8,P,23
ALL,f,white,0,8,U,226
ALL,f,white,0,8,N,138
ALL,f,white,0,8,A,31
ALL,f,white,0,8,C,71
ALL,f,white,0,8,R,54
ALL,f,white,0,8,H,3
ALL,f,white,0,8,V,28
PLUS65,f,white,0,1,N,3058202
PLUS65,f,white,0,1,B,3490840
PLUS65,f,white,0,1,R,1261573
PLUS65,f,white,0,1,C,1765948
PLUS65,f,white,0,1,E,392107
PLUS65,f,white,0,1,D,308106
PLUS65,f,white,0,1,T,66849
PLUS65,f,white,0,1,S,114264
PLUS65,f,white,0,1,F,68019
PLUS65,f,white,0,1,X,25588
PLUS65,f,white,0,1,A,18981
PLUS65,f,white,0,1,P,16085
PLUS65,f,white,0,1,U,18894
PLUS65,f,white,0,1,H,373
PLUS65,f,white,0,1,V,175126
PLUS65,f,white,0,2,C,253465
PLUS65,f,white,0,2,N,2193312
PLUS65,f,white,0,2,B,1766713
PLUS65,f,white,0,2,R,1224598
PLUS65,f,white,0,2,E,674067
PLUS65,f,white,0,2,U,41918
PLUS65,f,white,0,2,S,107961
PLUS65,f,white,0,2,D,220217
PLUS65,f,white,0,2,X,38583
PLUS65,f,white,0,2,F,68272
PLUS65,f,white,0,2,T,61788
PLUS65,f,white,0,2,H,3069
PLUS65,f,white,0,2,P,3435
PLUS65,f,white,0,2,A,10144
PLUS65,f,white,0,2,V,103257
PLUS65,f,white,0,3,R,474020
PLUS65,f,white,0,3,C,145113
PLUS65,f,white,0,3,B,776875
PLUS65,f,white,0,3,E,504137
PLUS65,f,white,0,3,N,893359
PLUS65,f,white,0,3,D,117105
PLUS65,f,white,0,3,U,42803
PLUS65,f,white,0,3,T,64632
PLUS65,f,white,0,3,X,17925
PLUS65,f,white,0,3,S,40738
PLUS65,f,white,0,3,A,7713
PLUS65,f,white,0,3,P,2800
PLUS65,f,white,0,3,F,42598
PLUS65,f,white,0,3,H,376
PLUS65,f,white,0,3,V,47462
PLUS65,f,white,0,4,B,203865
PLUS65,f,white,0,4,C,58919
PLUS65,f,white,0,4,N,234534
PLUS65,f,white,0,4,D,59527
PLUS65,f,white,0,4,R,121987
PLUS65,f,white,0,4,U,38943
PLUS65,f,white,0,4,E,218214
PLUS65,f,white,0,4,S,15610
PLUS65,f,white,0,4,F,32648
PLUS65,f,white,0,4,T,24943
PLUS65,f,white,0,4,X,9493
PLUS65,f,white,0,4,P,1935
PLUS65,f,white,0,4,A,4637
PLUS65,f,white,0,4,H,129
PLUS65,f,white,0,4,V,17847
PLUS65,f,white,0,5,D,19539
PLUS65,f,white,0,5,B,41256
PLUS65,f,white,0,5,R,23220
PLUS65,f,white,0,5,N,45776
PLUS65,f,white,0,5,U,22116
PLUS65,f,white,0,5,E,53976
PLUS65,f,white,0,5,T,6677
PLUS65,f,white,0,5,X,5052
PLUS65,f,white,0,5,F,14992
PLUS65,f,white,0,5,A,1720
PLUS65,f,white,0,5,S,4949
PLUS65,f,white,0,5,C,15941
PLUS65,f,white,0,5,P,865
PLUS65,f,white,0,5,H,70
PLUS65,f,white,0,5,V,3794
PLUS65,f,white,0,6,U,7363
PLUS65,f,white,0,6,E,9235
PLUS65,f,white,0,6,T,1499
PLUS65,f,white,0,6,B,6367
PLUS65,f,white,0,6,N,6822
PLUS65,f,white,0,6,R,3589
PLUS65,f,white,0,6,S,1127
PLUS65,f,white,0,6,F,4086
PLUS65,f,white,0,6,D,4057
PLUS65,f,white,0,6,X,1634
PLUS65,f,white,0,6,C,3433
PLUS65,f,white,0,6,A,443
PLUS65,f,white,0,6,P,236
PLUS65,f,white,0,6,H,26
PLUS65,f,white,0,6,V,657
PLUS65,f,white,0,7,X,383
PLUS65,f,white,0,7,R,427
PLUS65,f,white,0,7,C,545
PLUS65,f,white,0,7,U,1394
PLUS65,f,white,0,7,S,231
PLUS65,f,white,0,7,B,912
PLUS65,f,white,0,7,F,769
PLUS65,f,white,0,7,D,578
PLUS65,f,white,0,7,E,1274
PLUS65,f,white,0,7,N,885
PLUS65,f,white,0,7,T,232
PLUS65,f,white,0,7,A,73
PLUS65,f,white,0,7,P,44
PLUS65,f,white,0,7,H,8
PLUS65,f,white,0,7,V,112
PLUS65,f,white,0,8,B,95
PLUS65,f,white,0,8,F,94
PLUS65,f,white,0,8,E,134
PLUS65,f,white,0,8,S,42
PLUS65,f,white,0,8,T,21
PLUS65,f,white,0,8,X,49
PLUS65,f,white,0,8,U,182
PLUS65,f,white,0,8,C,63
PLUS65,f,white,0,8,N,104
PLUS65,f,white,0,8,D,53
PLUS65,f,white,0,8,P,12
PLUS65,f,white,0,8,R,38
PLUS65,f,white,0,8,A,19
PLUS65,f,white,0,8,H,2
PLUS65,f,white,0,8,V,20
65-74,m,white,0,1,N,475721
65-74,m,white,0,1,B,875916
65-74,m,white,0,1,C,773178
65-74,m,white,0,1,D,100131
65-74,m,white,0,1,R,356335
65-74,m,white,0,1,E,138420
65-74,m,white,0,1,A,44628
65-74,m,white,0,1,S,57934
65-74,m,white,0,1,T,46596
65-74,m,white,0,1,F,10391
65-74,m,white,0,1,P,18341
65-74,m,white,0,1,X,9891
65-74,m,white,0,1,U,10703
65-74,m,white,0,1,H,289
65-74,m,white,0,1,V,60777
65-74,m,white,0,2,D,95850
65-74,m,white,0,2,U,21278
65-74,m,white,0,2,E,221001
65-74,m,white,0,2,B,449179
65-74,m,white,0,2,N,632261
65-74,m,white,0,2,R,377923
65-74,m,white,0,2,H,2667
65-74,m,white,0,2,T,41954
65-74,m,white,0,2,X,17935
65-74,m,white,0,2,C,111690
65-74,m,white,0,2,F,14939
65-74,m,white,0,2,A,26223
65-74,m,white,0,2,S,23395
65-74,m,white,0,2,P,4174
65-74,m,white,0,2,V,37499
65-74,m,white,0,3,R,163808
65-74,m,white,0,3,N,342053
65-74,m,white,0,3,E,147005
65-74,m,white,0,3,T,24107
65-74,m,white,0,3,U,15374
65-74,m,white,0,3,B,240093
65-74,m,white,0,3,C,63347
65-74,m,white,0,3,D,46569
65-74,m,white,0,3,A,19320
65-74,m,white,0,3,X,7493
65-74,m,white,0,3,P,2955
65-74,m,white,0,3,S,5965
65-74,m,white,0,3,F,4937
65-74,m,white,0,3,H,342
65-74,m,white,0,3,V,16505
65-74,m,white,0,4,T,9430
65-74,m,white,0,4,N,112393
65-74,m,white,0,4,R,47462
65-74,m,white,0,4,E,78399
65-74,m,white,0,4,B,78722
65-74,m,white,0,4,C,24130
65-74,m,white,0,4,D,23172
65-74,m,white,0,4,U,9494
65-74,m,white,0,4,P,2206
65-74,m,white,0,4,A,11381
65-74,m,white,0,4,X,3583
65-74,m,white,0,4,S,2730
65-74,m,white,0,4,F,3547
65-74,m,white,0,4,H,50
65-74,m,white,0,4,V,6543
65-74,m,white,0,5,U,5553
65-74,m,white,0,5,X,1977
65-74,m,white,0,5,N,24732
65-74,m,white,0,5,D,8364
65-74,m,white,0,5,E,23735
65-74,m,white,0,5,B,18071
65-74,m,white,0,5,R,10308
65-74,m,white,0,5,C,6411
65-74,m,white,0,5,T,2741
65-74,m,white,0,5,S,1104
65-74,m,white,0,5,A,4038
65-74,m,white,0,5,F,2201
65-74,m,white,0,5,P,1019
65-74,m,white,0,5,H,31
65-74,m,white,0,5,V,1464
65-74,m,white,0,6,N,3841
65-74,m,white,0,6,E,4310
65-74,m,white,0,6,B,3103
65-74,m,white,0,6,X,800
65-74,m,white,0,6,R,1813
65-74,m,white,0,6,T,600
65-74,m,white,0,6,U,2218
65-74,m,white,0,6,C,1376
65-74,m,white,0,6,D,1975
65-74,m,white,0,6,A,1056
65-74,m,white,0,6,F,824
65-74,m,white,0,6,S,319
65-74,m,white,0,6,H,15
65-74,m,white,0,6,P,302
65-74,m,white,0,6,V,282
65-74,m,white,0,7,R,226
65-74,m,white,0,7,E,661
65-74,m,white,0,7,N,633
65-74,m,white,0,7,P,71
65-74,m,white,0,7,T,116
65-74,m,white,0,7,B,451
65-74,m,white,0,7,C,221
65-74,m,white,0,7,A,191
65-74,m,white,0,7,D,314
65-74,m,white,0,7,U,528
65-74,m,white,0,7,X,197
65-74,m,white,0,7,F,215
65-74,m,white,0,7,S,64
65-74,m,white,0,7,H,3
65-74,m,white,0,7,V,48
65-74,m,white,0,8,U,92
65-74,m,white,0,8,C,26
65-74,m,white,0,8,E,60
65-74,m,white,0,8,X,28
65-74,m,white,0,8,N,69
65-74,m,white,0,8,A,26
65-74,m,white,0,8,R,23
65-74,m,white,0,8,T,17
65-74,m,white,0,8,S,22
65-74,m,white,0,8,B,57
65-74,m,white,0,8,F,35
65-74,m,white,0,8,D,42
65-74,m,white,0,8,P,1
65-74,m,white,0,8,V,2
75-84,m,native,0,1,C,3418
75-84,m,native,0,1,B,5854
75-84,m,native,0,1,R,2639
75-84,m,native,0,1,N,3971
75-84,m,native,0,1,D,579
75-84,m,native,0,1,X,93
75-84,m,native,0,1,S,271
75-84,m,native,0,1,E,1209
75-84,m,native,0,1,U,66
75-84,m,native,0,1,T,234
75-84,m,native,0,1,A,161
75-84,m,native,0,1,F,116
75-84,m,native,0,1,P,16
75-84,m,native,0,1,H,1
75-84,m,native,0,1,V,668
75-84,m,native,0,2,R,2772
75-84,m,native,0,2,C,617
75-84,m,native,0,2,N,4489
75-84,m,native,0,2,B,3219
75-84,m,native,0,2,E,1740
75-84,m,native,0,2,D,504
75-84,m,native,0,2,A,117
75-84,m,native,0,2,F,112
75-84,m,native,0,2,T,196
75-84,m,native,0,2,S,169
75-84,m,native,0,2,X,144
75-84,m,native,0,2,U,109
75-84,m,native,0,2,P,9
75-84,m,native,0,2,H,15
75-84,m,native,0,2,V,390
75-84,m,native,0,3,N,2433
75-84,m,native,0,3,R,1225
75-84,m,native,0,3,E,1343
75-84,m,native,0,3,T,156
75-84,m,native,0,3,D,297
75-84,m,native,0,3,B,2005
75-84,m,native,0,3,C,408
75-84,m,native,0,3,X,54
75-84,m,native,0,3,U,95
75-84,m,native,0,3,F,50
75-84,m,native,0,3,A,89
75-84,m,native,0,3,H,3
75-84,m,native,0,3,S,44
75-84,m,native,0,3,P,8
75-84,m,native,0,3,V,153
75-84,m,native,0,4,B,688
75-84,m,native,0,4,E,713
75-84,m,native,0,4,N,763
75-84,m,native,0,4,C,191
75-84,m,native,0,4,T,84
75-84,m,native,0,4,R,387
75-84,m,native,0,4,D,150
75-84,m,native,0,4,X,30
75-84,m,native,0,4,A,69
75-84,m,native,0,4,F,35
75-84,m,native,0,4,P,8
75-84,m,native,0,4,U,76
75-84,m,native,0,4,S,33
75-84,m,native,0,4,V,60
75-84,m,native,0,5,B,172
75-84,m,native,0,5,R,72
75-84,m,native,0,5,X,22
75-84,m,native,0,5,N,196
75-84,m,native,0,5,U,48
75-84,m,native,0,5,A,28
75-84,m,native,0,5,C,60
75-84,m,native,0,5,T,22
75-84,m,native,0,5,E,226
75-84,m,native,0,5,D,68
75-84,m,native,0,5,F,28
75-84,m,native,0,5,S,13
75-84,m,native,0,5,V,11
75-84,m,native,0,5,P,4
75-84,m,native,0,6,E,49
75-84,m,native,0,6,N,25
75-84,m,native,0,6,C,14
75-84,m,native,0,6,D,13
75-84,m,native,0,6,F,15
75-84,m,native,0,6,U,23
75-84,m,native,0,6,A,3
75-84,m,native,0,6,X,4
75-84,m,native,0,6,B,18
75-84,m,native,0,6,R,15
75-84,m,native,0,6,S,4
75-84,m,native,0,6,T,1
75-84,m,native,0,6,V,2
75-84,m,native,0,6,P,1
75-84,m,native,0,7,E,7
75-84,m,native,0,7,N,1
75-84,m,native,0,7,U,3
75-84,m,native,0,7,T,1
75-84,m,native,0,7,R,2
75-84,m,native,0,7,A,2
75-84,m,native,0,7,F,1
75-84,m,native,0,7,X,1
75-84,m,native,0,7,B,2
75-84,m,native,0,7,C,1
75-84,m,native,0,7,D,1
75-84,m,native,0,7,H,1
75-84,m,native,0,8,U,1
75-84,m,native,0,8,T,1
ALL,m,native,0,1,C,15467
ALL,m,native,0,1,B,27467
ALL,m,native,0,1,E,6989
ALL,m,native,0,1,R,11016
ALL,m,native,0,1,N,20186
ALL,m,native,0,1,T,9192
ALL,m,native,0,1,A,7773
ALL,m,native,0,1,D,5260
ALL,m,native,0,1,S,6858
ALL,m,native,0,1,U,1925
ALL,m,native,0,1,X,1140
ALL,m,native,0,1,P,6092
ALL,m,native,0,1,H,241
ALL,m,native,0,1,F,457
ALL,m,native,0,1,V,3634
ALL,m,native,0,2,R,12451
ALL,m,native,0,2,C,2544
ALL,m,native,0,2,N,22174
ALL,m,native,0,2,S,3059
ALL,m,native,0,2,B,16182
ALL,m,native,0,2,T,5104
ALL,m,native,0,2,X,2333
ALL,m,native,0,2,A,4750
ALL,m,native,0,2,H,2248
ALL,m,native,0,2,D,6999
ALL,m,native,0,2,E,9355
ALL,m,native,0,2,F,697
ALL,m,native,0,2,U,1563
ALL,m,native,0,2,P,1278
ALL,m,native,0,2,V,2112
ALL,m,native,0,3,N,13492
ALL,m,native,0,3,X,688
ALL,m,native,0,3,R,6205
ALL,m,native,0,3,A,3124
ALL,m,native,0,3,E,6853
ALL,m,native,0,3,H,193
ALL,m,native,0,3,B,10384
ALL,m,native,0,3,D,2835
ALL,m,native,0,3,T,2222
ALL,m,native,0,3,U,2234
ALL,m,native,0,3,C,1644
ALL,m,native,0,3,P,787
ALL,m,native,0,3,F,191
ALL,m,native,0,3,S,456
ALL,m,native,0,3,V,788
ALL,m,native,0,4,T,714
ALL,m,native,0,4,A,1846
ALL,m,native,0,4,B,4021
ALL,m,native,0,4,E,3866
ALL,m,native,0,4,N,4494
ALL,m,native,0,4,D,1373
ALL,m,native,0,4,C,735
ALL,m,native,0,4,R,2114
ALL,m,native,0,4,F,155
ALL,m,native,0,4,X,353
ALL,m,native,0,4,P,486
ALL,m,native,0,4,U,643
ALL,m,native,0,4,H,18
ALL,m,native,0,4,S,201
ALL,m,native,0,4,V,367
ALL,m,native,0,5,D,462
ALL,m,native,0,5,N,1248
ALL,m,native,0,5,B,1052
ALL,m,native,0,5,A,497
ALL,m,native,0,5,C,247
ALL,m,native,0,5,R,584
ALL,m,native,0,5,T,213
ALL,m,native,0,5,P,281
ALL,m,native,0,5,S,78
ALL,m,native,0,5,E,1314
ALL,m,native,0,5,X,202
ALL,m,native,0,5,U,315
ALL,m,native,0,5,F,117
ALL,m,native,0,5,H,8
ALL,m,native,0,5,V,83
ALL,m,native,0,6,B,209
ALL,m,native,0,6,E,297
ALL,m,native,0,6,A,105
ALL,m,native,0,6,H,4
ALL,m,native,0,6,R,100
ALL,m,native,0,6,D,130
ALL,m,native,0,6,N,258
ALL,m,native,0,6,U,118
ALL,m,native,0,6,F,46
ALL,m,native,0,6,C,47
ALL,m,native,0,6,X,72
ALL,m,native,0,6,T,36
ALL,m,native,0,6,P,70
ALL,m,native,0,6,S,24
ALL,m,native,0,6,V,14
ALL,m,native,0,7,P,12
ALL,m,native,0,7,B,41
ALL,m,native,0,7,X,18
ALL,m,native,0,7,N,39
ALL,m,native,0,7,F,9
ALL,m,native,0,7,E,46
ALL,m,native,0,7,D,27
ALL,m,native,0,7,U,25
ALL,m,native,0,7,R,17
ALL,m,native,0,7,T,9
ALL,m,native,0,7,A,21
ALL,m,native,0,7,S,3
ALL,m,native,0,7,V,3
ALL,m,native,0,7,C,2
ALL,m,native,0,7,H,1
ALL,m,native,0,8,B,5
ALL,m,native,0,8,E,7
ALL,m,native,0,8,A,4
ALL,m,native,0,8,X,4
ALL,m,native,0,8,N,6
ALL,m,native,0,8,D,7
ALL,m,native,0,8,P,2
ALL,m,native,0,8,U,7
ALL,m,native,0,8,C,1
ALL,m,native,0,8,F,2
ALL,m,native,0,8,V,2
ALL,m,native,0,8,T,2
ALL,m,native,0,8,R,1
PLUS65,m,native,0,1,C,9478
PLUS65,m,native,0,1,B,16299
PLUS65,m,native,0,1,R,6968
PLUS65,m,native,0,1,N,10606
PLUS65,m,native,0,1,D,1857
PLUS65,m,native,0,1,T,818
PLUS65,m,native,0,1,X,258
PLUS65,m,native,0,1,A,946
PLUS65,m,native,0,1,S,758
PLUS65,m,native,0,1,E,3444
PLUS65,m,native,0,1,F,267
PLUS65,m,native,0,1,U,217
PLUS65,m,native,0,1,P,217
PLUS65,m,native,0,1,H,7
PLUS65,m,native,0,1,V,1921
PLUS65,m,native,0,2,R,7543
PLUS65,m,native,0,2,C,1652
PLUS65,m,native,0,2,N,12366
PLUS65,m,native,0,2,B,8792
PLUS65,m,native,0,2,H,61
PLUS65,m,native,0,2,E,4903
PLUS65,m,native,0,2,D,1791
PLUS65,m,native,0,2,A,585
PLUS65,m,native,0,2,S,469
PLUS65,m,native,0,2,F,304
PLUS65,m,native,0,2,T,602
PLUS65,m,native,0,2,X,425
PLUS65,m,native,0,2,U,362
PLUS65,m,native,0,2,P,76
PLUS65,m,native,0,2,V,1098
PLUS65,m,native,0,3,N,6852
PLUS65,m,native,0,3,R,3436
PLUS65,m,native,0,3,E,3700
PLUS65,m,native,0,3,B,5585
PLUS65,m,native,0,3,T,474
PLUS65,m,native,0,3,D,956
PLUS65,m,native,0,3,C,1084
PLUS65,m,native,0,3,U,304
PLUS65,m,native,0,3,A,450
PLUS65,m,native,0,3,X,178
PLUS65,m,native,0,3,S,137
PLUS65,m,native,0,3,F,122
PLUS65,m,native,0,3,H,15
PLUS65,m,native,0,3,P,50
PLUS65,m,native,0,3,V,427
PLUS65,m,native,0,4,A,322
PLUS65,m,native,0,4,B,1925
PLUS65,m,native,0,4,N,2198
PLUS65,m,native,0,4,D,523
PLUS65,m,native,0,4,E,2034
PLUS65,m,native,0,4,C,515
PLUS65,m,native,0,4,R,1060
PLUS65,m,native,0,4,T,224
PLUS65,m,native,0,4,F,103
PLUS65,m,native,0,4,X,96
PLUS65,m,native,0,4,U,231
PLUS65,m,native,0,4,P,46
PLUS65,m,native,0,4,S,90
PLUS65,m,native,0,4,H,2
PLUS65,m,native,0,4,V,186
PLUS65,m,native,0,5,N,545
PLUS65,m,native,0,5,A,108
PLUS65,m,native,0,5,B,469
PLUS65,m,native,0,5,C,160
PLUS65,m,native,0,5,R,244
PLUS65,m,native,0,5,U,142
PLUS65,m,native,0,5,P,24
PLUS65,m,native,0,5,X,68
PLUS65,m,native,0,5,E,608
PLUS65,m,native,0,5,D,210
PLUS65,m,native,0,5,F,78
PLUS65,m,native,0,5,T,61
PLUS65,m,native,0,5,S,33
PLUS65,m,native,0,5,V,43
PLUS65,m,native,0,6,E,126
PLUS65,m,native,0,6,R,41
PLUS65,m,native,0,6,D,46
PLUS65,m,native,0,6,N,95
PLUS65,m,native,0,6,F,32
PLUS65,m,native,0,6,C,35
PLUS65,m,native,0,6,B,85
PLUS65,m,native,0,6,A,22
PLUS65,m,native,0,6,T,8
PLUS65,m,native,0,6,U,55
PLUS65,m,native,0,6,X,21
PLUS65,m,native,0,6,S,11
PLUS65,m,native,0,6,P,15
PLUS65,m,native,0,6,V,7
PLUS65,m,native,0,7,F,2
PLUS65,m,native,0,7,D,9
PLUS65,m,native,0,7,E,21
PLUS65,m,native,0,7,U,12
PLUS65,m,native,0,7,N,16
PLUS65,m,native,0,7,B,10
PLUS65,m,native,0,7,T,2
PLUS65,m,native,0,7,A,6
PLUS65,m,native,0,7,R,3
PLUS65,m,native,0,7,P,2
PLUS65,m,native,0,7,X,3
PLUS65,m,native,0,7,V,1
PLUS65,m,native,0,7,C,2
PLUS65,m,native,0,7,H,1
PLUS65,m,native,0,8,U,2
PLUS65,m,native,0,8,P,1
PLUS65,m,native,0,8,C,1
PLUS65,m,native,0,8,E,1
PLUS65,m,native,0,8,B,2
PLUS65,m,native,0,8,A,2
PLUS65,m,native,0,8,T,1
PLUS65,m,native,0,8,R,1
85+,f,white,0,1,B,2023865
85+,f,white,0,1,R,527029
85+,f,white,0,1,C,483106
85+,f,white,0,1,N,1797988
85+,f,white,0,1,E,170356
85+,f,white,0,1,D,121099
85+,f,white,0,1,T,24299
85+,f,white,0,1,S,62657
85+,f,white,0,1,F,42150
85+,f,white,0,1,X,11954
85+,f,white,0,1,U,5073
85+,f,white,0,1,P,1465
85+,f,white,0,1,A,979
85+,f,white,0,1,H,78
85+,f,white,0,1,V,80663
85+,f,white,0,2,N,1062265
85+,f,white,0,2,R,541208
85+,f,white,0,2,E,313755
85+,f,white,0,2,U,12208
85+,f,white,0,2,B,913703
85+,f,white,0,2,C,87944
85+,f,white,0,2,S,66366
85+,f,white,0,2,D,80631
85+,f,white,0,2,F,40456
85+,f,white,0,2,T,26690
85+,f,white,0,2,X,17450
85+,f,white,0,2,H,467
85+,f,white,0,2,P,566
85+,f,white,0,2,A,676
85+,f,white,0,2,V,44378
85+,f,white,0,3,C,54028
85+,f,white,0,3,B,350696
85+,f,white,0,3,R,196868
85+,f,white,0,3,E,231361
85+,f,white,0,3,N,365805
85+,f,white,0,3,U,20368
85+,f,white,0,3,D,46402
85+,f,white,0,3,T,28985
85+,f,white,0,3,X,8393
85+,f,white,0,3,S,26222
85+,f,white,0,3,F,28174
85+,f,white,0,3,A,626
85+,f,white,0,3,P,471
85+,f,white,0,3,H,93
85+,f,white,0,3,V,21074
85+,f,white,0,4,B,81101
85+,f,white,0,4,N,80539
85+,f,white,0,4,D,23124
85+,f,white,0,4,R,46620
85+,f,white,0,4,E,84338
85+,f,white,0,4,U,21543
85+,f,white,0,4,S,9308
85+,f,white,0,4,C,22725
85+,f,white,0,4,T,11478
85+,f,white,0,4,P,332
85+,f,white,0,4,X,4681
85+,f,white,0,4,F,21539
85+,f,white,0,4,A,427
85+,f,white,0,4,H,54
85+,f,white,0,4,V,7417
85+,f,white,0,5,U,11457
85+,f,white,0,5,N,15000
85+,f,white,0,5,B,15475
85+,f,white,0,5,X,2406
85+,f,white,0,5,E,19057
85+,f,white,0,5,D,6916
85+,f,white,0,5,R,8166
85+,f,white,0,5,S,2734
85+,f,white,0,5,F,8889
85+,f,white,0,5,C,6076
85+,f,white,0,5,T,2873
85+,f,white,0,5,P,136
85+,f,white,0,5,H,21
85+,f,white,0,5,A,143
85+,f,white,0,5,V,1484
85+,f,white,0,6,E,3360
85+,f,white,0,6,B,2314
85+,f,white,0,6,T,621
85+,f,white,0,6,S,515
85+,f,white,0,6,N,2247
85+,f,white,0,6,U,3385
85+,f,white,0,6,D,1377
85+,f,white,0,6,R,1219
85+,f,white,0,6,F,2050
85+,f,white,0,6,C,1305
85+,f,white,0,6,X,754
85+,f,white,0,6,H,9
85+,f,white,0,6,P,27
85+,f,white,0,6,A,56
85+,f,white,0,6,V,253
85+,f,white,0,7,C,211
85+,f,white,0,7,U,544
85+,f,white,0,7,S,104
85+,f,white,0,7,D,189
85+,f,white,0,7,X,152
85+,f,white,0,7,B,299
85+,f,white,0,7,T,97
85+,f,white,0,7,R,145
85+,f,white,0,7,F,375
85+,f,white,0,7,N,259
85+,f,white,0,7,E,430
85+,f,white,0,7,H,4
85+,f,white,0,7,P,8
85+,f,white,0,7,A,9
85+,f,white,0,7,V,37
85+,f,white,0,8,F,44
85+,f,white,0,8,S,16
85+,f,white,0,8,U,61
85+,f,white,0,8,B,28
85+,f,white,0,8,E,32
85+,f,white,0,8,C,25
85+,f,white,0,8,N,30
85+,f,white,0,8,R,7
85+,f,white,0,8,X,15
85+,f,white,0,8,T,9
85+,f,white,0,8,D,14
85+,f,white,0,8,A,4
85+,f,white,0,8,P,1
85+,f,white,0,8,H,2
85+,f,white,0,8,V,7
65-74,f,white,0,1,N,413775
65-74,f,white,0,1,C,632265
65-74,f,white,0,1,R,298375
65-74,f,white,0,1,B,519563
65-74,f,white,0,1,T,20751
65-74,f,white,0,1,E,96359
65-74,f,white,0,1,D,86473
65-74,f,white,0,1,F,7277
65-74,f,white,0,1,S,19490
65-74,f,white,0,1,X,5805
65-74,f,white,0,1,A,13982
65-74,f,white,0,1,P,11642
65-74,f,white,0,1,U,7434
65-74,f,white,0,1,H,160
65-74,f,white,0,1,V,39517
65-74,f,white,0,2,C,75226
65-74,f,white,0,2,R,282248
65-74,f,white,0,2,B,322762
65-74,f,white,0,2,E,148564
65-74,f,white,0,2,N,462273
65-74,f,white,0,2,S,13150
65-74,f,white,0,2,D,68031
65-74,f,white,0,2,T,16439
65-74,f,white,0,2,X,9176
65-74,f,white,0,2,H,1586
65-74,f,white,0,2,U,14651
65-74,f,white,0,2,F,8199
65-74,f,white,0,2,P,2091
65-74,f,white,0,2,A,7169
65-74,f,white,0,2,V,25239
65-74,f,white,0,3,B,171543
65-74,f,white,0,3,E,110970
65-74,f,white,0,3,D,32845
65-74,f,white,0,3,N,228354
65-74,f,white,0,3,R,117898
65-74,f,white,0,3,A,5178
65-74,f,white,0,3,T,15390
65-74,f,white,0,3,X,4011
65-74,f,white,0,3,C,39912
65-74,f,white,0,3,U,10059
65-74,f,white,0,3,P,1571
65-74,f,white,0,3,F,3989
65-74,f,white,0,3,S,4188
65-74,f,white,0,3,H,156
65-74,f,white,0,3,V,11175
65-74,f,white,0,4,N,70107
65-74,f,white,0,4,B,53253
65-74,f,white,0,4,R,33285
65-74,f,white,0,4,E,57643
65-74,f,white,0,4,D,16455
65-74,f,white,0,4,T,5637
65-74,f,white,0,4,C,15370
65-74,f,white,0,4,U,6704
65-74,f,white,0,4,S,2013
65-74,f,white,0,4,F,3021
65-74,f,white,0,4,X,1907
65-74,f,white,0,4,P,1084
65-74,f,white,0,4,A,2948
65-74,f,white,0,4,H,39
65-74,f,white,0,4,V,4399
65-74,f,white,0,5,B,11589
65-74,f,white,0,5,N,14074
65-74,f,white,0,5,R,6877
65-74,f,white,0,5,T,1648
65-74,f,white,0,5,U,4052
