bucket,sex,race,overall,position,letter,count
85+,f,multiple,0,1,C,1513
85+,f,multiple,0,1,F,76
85+,f,multiple,0,1,D,378
85+,f,multiple,0,1,S,132
85+,f,multiple,0,1,E,587
85+,f,multiple,0,1,X,28
85+,f,multiple,0,1,T,68
85+,f,multiple,0,1,U,15
85+,f,multiple,0,1,P,4
85+,f,multiple,0,1,A,2
85+,f,multiple,0,1,V,269
85+,f,multiple,0,2,N,3304
85+,f,multiple,0,2,B,2881
85+,f,multiple,0,2,R,1569
85+,f,multiple,0,2,S,126
85+,f,multiple,0,2,F,88
85+,f,multiple,0,2,D,260
85+,f,multiple,0,2,T,63
85+,f,multiple,0,2,E,1117
85+,f,multiple,0,2,C,253
85+,f,multiple,0,2,X,61
85+,f,multiple,0,2,U,41
85+,f,multiple,0,2,A,3
85+,f,multiple,0,2,P,1
85+,f,multiple,0,2,V,112
85+,f,multiple,0,2,H,1
85+,f,multiple,0,3,N,1233
85+,f,multiple,0,3,E,867
85+,f,multiple,0,3,B,1128
85+,f,multiple,0,3,U,47
85+,f,multiple,0,3,R,632
85+,f,multiple,0,3,T,82
85+,f,multiple,0,3,F,51
85+,f,multiple,0,3,C,151
85+,f,multiple,0,3,D,137
85+,f,multiple,0,3,S,56
85+,f,multiple,0,3,X,31
85+,f,multiple,0,3,H,1
85+,f,multiple,0,3,A,1
85+,f,multiple,0,3,P,2
85+,f,multiple,0,3,V,49
85+,f,multiple,0,4,R,177
85+,f,multiple,0,4,D,78
85+,f,multiple,0,4,F,60
85+,f,multiple,0,4,B,255
85+,f,multiple,0,4,E,308
85+,f,multiple,0,4,X,16
85+,f,multiple,0,4,N,253
85+,f,multiple,0,4,U,49
85+,f,multiple,0,4,C,59
85+,f,multiple,0,4,S,24
85+,f,multiple,0,4,A,4
85+,f,multiple,0,4,T,33
85+,f,multiple,0,4,V,23
85+,f,multiple,0,5,N,48
85+,f,multiple,0,5,R,25
85+,f,multiple,0,5,S,7
85+,f,multiple,0,5,U,32
85+,f,multiple,0,5,E,64
85+,f,multiple,0,5,F,26
85+,f,multiple,0,5,C,19
85+,f,multiple,0,5,B,45
85+,f,multiple,0,5,X,6
85+,f,multiple,0,5,A,1
85+,f,multiple,0,5,T,5
85+,f,multiple,0,5,D,16
85+,f,multiple,0,5,V,4
85+,f,multiple,0,5,H,1
85+,f,multiple,0,6,T,3
85+,f,multiple,0,6,E,13
85+,f,multiple,0,6,R,7
85+,f,multiple,0,6,U,7
85+,f,multiple,0,6,F,7
85+,f,multiple,0,6,B,7
85+,f,multiple,0,6,D,3
85+,f,multiple,0,6,N,8
85+,f,multiple,0,6,C,3
85+,f,multiple,0,6,X,1
85+,f,multiple,0,6,S,1
85+,f,multiple,0,7,N,2
85+,f,multiple,0,7,C,1
85+,f,multiple,0,7,U,2
85+,f,multiple,0,7,R,2
85+,f,multiple,0,7,V,1
85+,f,multiple,0,7,T,1
85+,f,multiple,0,7,P,1
85+,f,multiple,0,7,X,1
85+,f,multiple,0,8,E,1
45-54,m,other,0,1,B,1053
45-54,m,other,0,1,T,174
45-54,m,other,0,1,A,82
45-54,m,other,0,1,P,185
45-54,m,other,0,1,C,439
45-54,m,other,0,1,E,217
45-54,m,other,0,1,N,452
45-54,m,other,0,1,R,173
45-54,m,other,0,1,S,90
45-54,m,other,0,1,D,97
45-54,m,other,0,1,X,15
45-54,m,other,0,1,U,17
45-54,m,other,0,1,F,5
45-54,m,other,0,1,H,4
45-54,m,other,0,1,V,150
45-54,m,other,0,2,S,59
45-54,m,other,0,2,N,645
45-54,m,other,0,2,B,472
45-54,m,other,0,2,R,295
45-54,m,other,0,2,E,331
45-54,m,other,0,2,X,43
45-54,m,other,0,2,P,44
45-54,m,other,0,2,C,50
45-54,m,other,0,2,T,76
45-54,m,other,0,2,D,132
45-54,m,other,0,2,U,33
45-54,m,other,0,2,F,13
45-54,m,other,0,2,H,34
45-54,m,other,0,2,A,40
45-54,m,other,0,2,V,80
45-54,m,other,0,3,R,172
45-54,m,other,0,3,E,215
45-54,m,other,0,3,N,362
45-54,m,other,0,3,B,273
45-54,m,other,0,3,P,19
45-54,m,other,0,3,A,21
45-54,m,other,0,3,T,43
45-54,m,other,0,3,D,64
45-54,m,other,0,3,U,27
45-54,m,other,0,3,F,1
45-54,m,other,0,3,C,26
45-54,m,other,0,3,X,7
45-54,m,other,0,3,S,6
45-54,m,other,0,3,H,3
45-54,m,other,0,3,V,28
45-54,m,other,0,4,E,123
45-54,m,other,0,4,R,48
45-54,m,other,0,4,N,97
45-54,m,other,0,4,F,2
45-54,m,other,0,4,B,92
45-54,m,other,0,4,P,14
45-54,m,other,0,4,D,29
45-54,m,other,0,4,A,17
45-54,m,other,0,4,T,13
45-54,m,other,0,4,U,12
45-54,m,other,0,4,X,6
45-54,m,other,0,4,C,9
45-54,m,other,0,4,S,1
45-54,m,other,0,4,H,1
45-54,m,other,0,4,V,13
45-54,m,other,0,5,D,16
45-54,m,other,0,5,P,6
45-54,m,other,0,5,E,45
45-54,m,other,0,5,X,7
45-54,m,other,0,5,R,9
45-54,m,other,0,5,B,27
45-54,m,other,0,5,N,22
45-54,m,other,0,5,U,9
45-54,m,other,0,5,A,10
45-54,m,other,0,5,C,4
45-54,m,other,0,5,T,4
45-54,m,other,0,5,F,1
45-54,m,other,0,5,V,1
45-54,m,other,0,6,N,2
45-54,m,other,0,6,A,2
45-54,m,other,0,6,R,1
45-54,m,other,0,6,C,3
45-54,m,other,0,6,X,3
45-54,m,other,0,6,E,8
45-54,m,other,0,6,D,3
45-54,m,other,0,6,U,3
45-54,m,other,0,6,B,2
45-54,m,other,0,6,T,2
45-54,m,other,0,6,V,1
45-54,m,other,0,6,F,1
45-54,m,other,0,7,R,1
45-54,m,other,0,7,E,2
45-54,m,other,0,7,A,1
35-44,f,other,0,1,B,269
35-44,f,other,0,1,C,306
35-44,f,other,0,1,R,66
35-44,f,other,0,1,S,24
35-44,f,other,0,1,N,184
35-44,f,other,0,1,E,70
35-44,f,other,0,1,D,40
35-44,f,other,0,1,F,2
35-44,f,other,0,1,T,55
35-44,f,other,0,1,P,60
35-44,f,other,0,1,A,11
35-44,f,other,0,1,U,7
35-44,f,other,0,1,X,3
35-44,f,other,0,1,V,56
35-44,f,other,0,1,H,2
35-44,f,other,0,2,N,233
35-44,f,other,0,2,T,25
35-44,f,other,0,2,D,47
35-44,f,other,0,2,R,106
35-44,f,other,0,2,B,164
35-44,f,other,0,2,E,114
35-44,f,other,0,2,S,20
35-44,f,other,0,2,C,24
35-44,f,other,0,2,P,13
35-44,f,other,0,2,U,12
35-44,f,other,0,2,X,6
35-44,f,other,0,2,A,9
35-44,f,other,0,2,H,11
35-44,f,other,0,2,F,1
35-44,f,other,0,2,V,22
35-44,f,other,0,3,D,27
35-44,f,other,0,3,R,65
35-44,f,other,0,3,N,117
35-44,f,other,0,3,B,81
35-44,f,other,0,3,E,67
35-44,f,other,0,3,U,11
35-44,f,other,0,3,C,12
35-44,f,other,0,3,P,5
35-44,f,other,0,3,S,2
35-44,f,other,0,3,T,11
35-44,f,other,0,3,A,6
35-44,f,other,0,3,X,2
35-44,f,other,0,3,H,1
35-44,f,other,0,3,V,12
35-44,f,other,0,4,R,20
35-44,f,other,0,4,B,35
35-44,f,other,0,4,T,4
35-44,f,other,0,4,N,30
35-44,f,other,0,4,D,14
35-44,f,other,0,4,E,43
35-44,f,other,0,4,U,4
35-44,f,other,0,4,C,3
35-44,f,other,0,4,X,1
35-44,f,other,0,4,F,1
35-44,f,other,0,4,V,2
35-44,f,other,0,4,A,1
35-44,f,other,0,5,R,2
35-44,f,other,0,5,B,9
35-44,f,other,0,5,N,2
35-44,f,other,0,5,C,2
35-44,f,other,0,5,E,9
35-44,f,other,0,5,P,2
35-44,f,other,0,5,U,1
35-44,f,other,0,5,T,2
35-44,f,other,0,5,D,1
35-44,f,other,0,6,E,1
35-44,f,other,0,6,S,1
35-44,f,other,0,6,U,1
35-44,f,other,0,6,D,1
35-44,f,other,0,7,E,1
35-44,f,other,0,8,R,1
85+,m,multiple,0,1,R,1159
85+,m,multiple,0,1,N,2519
85+,m,multiple,0,1,B,3605
85+,m,multiple,0,1,S,133
85+,m,multiple,0,1,C,1313
85+,m,multiple,0,1,E,347
85+,m,multiple,0,1,T,46
85+,m,multiple,0,1,D,181
85+,m,multiple,0,1,A,6
85+,m,multiple,0,1,F,65
85+,m,multiple,0,1,X,33
85+,m,multiple,0,1,U,6
85+,m,multiple,0,1,P,2
85+,m,multiple,0,1,V,179
85+,m,multiple,0,2,N,2158
85+,m,multiple,0,2,R,1175
85+,m,multiple,0,2,C,252
85+,m,multiple,0,2,F,82
85+,m,multiple,0,2,B,1702
85+,m,multiple,0,2,E,619
85+,m,multiple,0,2,S,96
85+,m,multiple,0,2,X,45
85+,m,multiple,0,2,D,155
85+,m,multiple,0,2,U,34
85+,m,multiple,0,2,T,67
85+,m,multiple,0,2,P,2
85+,m,multiple,0,2,A,5
85+,m,multiple,0,2,V,122
85+,m,multiple,0,2,H,1
85+,m,multiple,0,3,E,548
85+,m,multiple,0,3,N,917
85+,m,multiple,0,3,R,449
85+,m,multiple,0,3,B,790
85+,m,multiple,0,3,C,182
85+,m,multiple,0,3,D,105
85+,m,multiple,0,3,U,36
85+,m,multiple,0,3,T,62
85+,m,multiple,0,3,S,29
85+,m,multiple,0,3,F,29
85+,m,multiple,0,3,X,25
85+,m,multiple,0,3,A,6
85+,m,multiple,0,3,V,47
85+,m,multiple,0,4,B,199
85+,m,multiple,0,4,E,235
85+,m,multiple,0,4,N,238
85+,m,multiple,0,4,D,48
85+,m,multiple,0,4,R,157
85+,m,multiple,0,4,U,20
85+,m,multiple,0,4,X,9
85+,m,multiple,0,4,C,84
85+,m,multiple,0,4,T,25
85+,m,multiple,0,4,F,37
85+,m,multiple,0,4,S,17
85+,m,multiple,0,4,P,2
85+,m,multiple,0,4,V,19
85+,m,multiple,0,4,A,2
85+,m,multiple,0,5,C,17
85+,m,multiple,0,5,B,44
85+,m,multiple,0,5,R,15
85+,m,multiple,0,5,N,48
85+,m,multiple,0,5,E,66
85+,m,multiple,0,5,T,7
85+,m,multiple,0,5,F,17
85+,m,multiple,0,5,U,19
85+,m,multiple,0,5,D,14
85+,m,multiple,0,5,X,2
85+,m,multiple,0,5,S,1
85+,m,multiple,0,5,V,3
85+,m,multiple,0,5,A,1
85+,m,multiple,0,6,E,10
85+,m,multiple,0,6,X,2
85+,m,multiple,0,6,C,3
85+,m,multiple,0,6,N,1
85+,m,multiple,0,6,B,6
85+,m,multiple,0,6,D,6
85+,m,multiple,0,6,R,1
85+,m,multiple,0,6,U,3
85+,m,multiple,0,6,F,4
85+,m,multiple,0,6,V,3
85+,m,multiple,0,7,R,1
85+,m,multiple,0,7,B,1
85+,m,multiple,0,7,F,1
85+,m,multiple,0,7,U,1
85+,m,multiple,0,8,N,1
5-14,f,asian,0,1,H,4
5-14,f,asian,0,1,R,74
5-14,f,asian,0,1,T,156
5-14,f,asian,0,1,X,11
5-14,f,asian,0,1,C,198
5-14,f,asian,0,1,N,289
5-14,f,asian,0,1,S,74
5-14,f,asian,0,1,B,60
5-14,f,asian,0,1,D,12
5-14,f,asian,0,1,E,27
5-14,f,asian,0,1,P,9
5-14,f,asian,0,1,U,23
5-14,f,asian,0,1,V,3
5-14,f,asian,0,2,S,50
5-14,f,asian,0,2,B,125
5-14,f,asian,0,2,T,71
5-14,f,asian,0,2,N,137
5-14,f,asian,0,2,X,58
5-14,f,asian,0,2,D,25
5-14,f,asian,0,2,F,1
5-14,f,asian,0,2,U,11
5-14,f,asian,0,2,R,116
5-14,f,asian,0,2,H,36
5-14,f,asian,0,2,E,11
5-14,f,asian,0,2,C,14
5-14,f,asian,0,2,V,3
5-14,f,asian,0,2,A,1
5-14,f,asian,0,3,N,56
5-14,f,asian,0,3,B,60
5-14,f,asian,0,3,T,31
5-14,f,asian,0,3,X,6
5-14,f,asian,0,3,R,39
5-14,f,asian,0,3,E,13
5-14,f,asian,0,3,U,10
5-14,f,asian,0,3,H,5
5-14,f,asian,0,3,C,5
5-14,f,asian,0,3,D,8
5-14,f,asian,0,3,S,2
5-14,f,asian,0,3,F,1
5-14,f,asian,0,3,P,1
5-14,f,asian,0,3,V,3
5-14,f,asian,0,3,A,1
5-14,f,asian,0,4,R,10
5-14,f,asian,0,4,E,4
5-14,f,asian,0,4,T,10
5-14,f,asian,0,4,N,6
5-14,f,asian,0,4,U,2
5-14,f,asian,0,4,B,5
5-14,f,asian,0,4,D,5
5-14,f,asian,0,4,C,1
5-14,f,asian,0,4,S,1
5-14,f,asian,0,4,X,2
5-14,f,asian,0,4,A,1
5-14,f,asian,0,5,B,1
5-14,f,asian,0,5,R,3
5-14,f,asian,0,5,H,1
5-14,f,asian,0,5,D,1
5-14,f,asian,0,5,U,1
5-14,f,asian,0,5,X,1
5-14,f,asian,0,5,N,1
5-14,f,asian,0,6,N,1
0,f,other,0,1,N,339
0,f,other,0,1,C,2
0,f,other,0,1,X,4
0,f,other,0,1,R,11
0,f,other,0,1,T,16
0,f,other,0,1,D,5
0,f,other,0,1,S,2
0,f,other,0,1,B,5
0,f,other,0,1,E,3
0,f,other,0,2,B,27
0,f,other,0,2,N,14
0,f,other,0,2,C,3
0,f,other,0,2,E,9
0,f,other,0,2,D,7
0,f,other,0,2,T,6
0,f,other,0,2,H,4
0,f,other,0,2,U,3
0,f,other,0,2,X,14
0,f,other,0,2,R,11
0,f,other,0,2,S,1
0,f,other,0,2,V,1
0,f,other,0,3,D,4
0,f,other,0,3,S,2
0,f,other,0,3,T,3
0,f,other,0,3,N,6
0,f,other,0,3,R,5
0,f,other,0,3,B,5
0,f,other,0,3,X,1
0,f,other,0,3,U,1
0,f,other,0,3,A,1
0,f,other,0,3,E,1
0,f,other,0,3,H,1
0,f,other,0,4,B,2
0,f,other,0,4,D,1
0,f,other,0,4,R,1
0,f,other,0,4,N,1
0,f,other,0,4,E,1
0,f,other,0,4,C,1
0,f,other,0,5,R,1
UNKNOWNAGE,f,other,0,1,N,339
UNKNOWNAGE,f,other,0,1,C,2
UNKNOWNAGE,f,other,0,1,X,4
UNKNOWNAGE,f,other,0,1,R,11
UNKNOWNAGE,f,other,0,1,T,16
UNKNOWNAGE,f,other,0,1,D,5
UNKNOWNAGE,f,other,0,1,S,2
UNKNOWNAGE,f,other,0,1,B,5
UNKNOWNAGE,f,other,0,1,E,3
UNKNOWNAGE,f,other,0,2,B,27
UNKNOWNAGE,f,other,0,2,N,14
UNKNOWNAGE,f,other,0,2,C,3
UNKNOWNAGE,f,other,0,2,E,9
UNKNOWNAGE,f,other,0,2,D,7
UNKNOWNAGE,f,other,0,2,T,6
UNKNOWNAGE,f,other,0,2,H,4
UNKNOWNAGE,f,other,0,2,U,3
UNKNOWNAGE,f,other,0,2,X,14
UNKNOWNAGE,f,other,0,2,R,11
UNKNOWNAGE,f,other,0,2,S,1
UNKNOWNAGE,f,other,0,2,V,1
UNKNOWNAGE,f,other,0,3,D,4
UNKNOWNAGE,f,other,0,3,S,2
UNKNOWNAGE,f,other,0,3,T,3
UNKNOWNAGE,f,other,0,3,N,6
UNKNOWNAGE,f,other,0,3,R,5
UNKNOWNAGE,f,other,0,3,B,5
UNKNOWNAGE,f,other,0,3,X,1
UNKNOWNAGE,f,other,0,3,U,1
UNKNOWNAGE,f,other,0,3,A,1
UNKNOWNAGE,f,other,0,3,E,1
UNKNOWNAGE,f,other,0,3,H,1
UNKNOWNAGE,f,other,0,4,B,2
UNKNOWNAGE,f,other,0,4,D,1
UNKNOWNAGE,f,other,0,4,R,1
UNKNOWNAGE,f,other,0,4,N,1
UNKNOWNAGE,f,other,0,4,E,1
UNKNOWNAGE,f,other,0,4,C,1
UNKNOWNAGE,f,other,0,5,R,1
75-84,m,multiple,0,1,C,3020
75-84,m,multiple,0,1,N,2843
75-84,m,multiple,0,1,B,4693
75-84,m,multiple,0,1,E,666
75-84,m,multiple,0,1,R,1745
75-84,m,multiple,0,1,S,180
75-84,m,multiple,0,1,A,67
75-84,m,multiple,0,1,T,140
75-84,m,multiple,0,1,D,331
75-84,m,multiple,0,1,F,71
75-84,m,multiple,0,1,X,64
75-84,m,multiple,0,1,P,20
75-84,m,multiple,0,1,U,27
75-84,m,multiple,0,1,H,2
75-84,m,multiple,0,1,V,315
75-84,m,multiple,0,2,R,1891
75-84,m,multiple,0,2,N,3150
75-84,m,multiple,0,2,D,345
75-84,m,multiple,0,2,B,2448
75-84,m,multiple,0,2,U,67
75-84,m,multiple,0,2,E,1096
75-84,m,multiple,0,2,T,134
75-84,m,multiple,0,2,C,414
75-84,m,multiple,0,2,X,75
75-84,m,multiple,0,2,S,112
75-84,m,multiple,0,2,F,86
75-84,m,multiple,0,2,A,32
75-84,m,multiple,0,2,H,5
75-84,m,multiple,0,2,P,4
75-84,m,multiple,0,2,V,189
75-84,m,multiple,0,3,B,1277
75-84,m,multiple,0,3,N,1590
75-84,m,multiple,0,3,R,775
75-84,m,multiple,0,3,T,116
75-84,m,multiple,0,3,C,309
75-84,m,multiple,0,3,E,891
75-84,m,multiple,0,3,D,194
75-84,m,multiple,0,3,U,60
75-84,m,multiple,0,3,X,30
75-84,m,multiple,0,3,A,35
75-84,m,multiple,0,3,P,7
75-84,m,multiple,0,3,F,33
75-84,m,multiple,0,3,S,34
75-84,m,multiple,0,3,V,66
75-84,m,multiple,0,3,H,2
75-84,m,multiple,0,4,N,450
75-84,m,multiple,0,4,R,236
75-84,m,multiple,0,4,E,469
75-84,m,multiple,0,4,B,418
75-84,m,multiple,0,4,C,133
75-84,m,multiple,0,4,D,107
75-84,m,multiple,0,4,U,51
75-84,m,multiple,0,4,T,40
75-84,m,multiple,0,4,P,4
75-84,m,multiple,0,4,S,13
75-84,m,multiple,0,4,F,20
75-84,m,multiple,0,4,A,13
75-84,m,multiple,0,4,X,15
75-84,m,multiple,0,4,V,32
75-84,m,multiple,0,5,N,97
75-84,m,multiple,0,5,B,86
75-84,m,multiple,0,5,E,127
75-84,m,multiple,0,5,R,48
75-84,m,multiple,0,5,X,10
75-84,m,multiple,0,5,C,38
75-84,m,multiple,0,5,U,25
75-84,m,multiple,0,5,D,54
75-84,m,multiple,0,5,F,27
75-84,m,multiple,0,5,T,13
75-84,m,multiple,0,5,S,2
75-84,m,multiple,0,5,P,2
75-84,m,multiple,0,5,A,16
75-84,m,multiple,0,5,V,8
75-84,m,multiple,0,6,B,21
75-84,m,multiple,0,6,E,26
75-84,m,multiple,0,6,N,16
75-84,m,multiple,0,6,F,8
75-84,m,multiple,0,6,T,3
75-84,m,multiple,0,6,C,4
75-84,m,multiple,0,6,D,13
75-84,m,multiple,0,6,X,7
75-84,m,multiple,0,6,R,11
75-84,m,multiple,0,6,U,6
75-84,m,multiple,0,6,A,3
75-84,m,multiple,0,6,S,2
75-84,m,multiple,0,7,R,1
75-84,m,multiple,0,7,E,2
75-84,m,multiple,0,7,N,2
75-84,m,multiple,0,7,U,3
75-84,m,multiple,0,7,D,1
75-84,m,multiple,0,7,X,1
75-84,m,multiple,0,7,B,1
75-84,m,multiple,0,7,F,1
75-84,m,multiple,0,7,T,1
75-84,m,multiple,0,7,C,1
75-84,m,multiple,0,8,X,1
45-54,m,multiple,0,1,C,1276
45-54,m,multiple,0,1,D,342
45-54,m,multiple,0,1,R,467
45-54,m,multiple,0,1,P,1104
45-54,m,multiple,0,1,S,570
45-54,m,multiple,0,1,B,2564
45-54,m,multiple,0,1,A,516
45-54,m,multiple,0,1,E,453
45-54,m,multiple,0,1,N,1156
45-54,m,multiple,0,1,T,704
45-54,m,multiple,0,1,U,112
45-54,m,multiple,0,1,X,40
45-54,m,multiple,0,1,F,18
45-54,m,multiple,0,1,H,9
45-54,m,multiple,0,1,V,200
45-54,m,multiple,0,2,B,1246
45-54,m,multiple,0,2,N,1538
45-54,m,multiple,0,2,R,728
45-54,m,multiple,0,2,T,410
45-54,m,multiple,0,2,X,141
45-54,m,multiple,0,2,P,212
45-54,m,multiple,0,2,D,525
45-54,m,multiple,0,2,H,144
45-54,m,multiple,0,2,E,761
45-54,m,multiple,0,2,A,332
45-54,m,multiple,0,2,S,259
45-54,m,multiple,0,2,C,162
45-54,m,multiple,0,2,U,103
45-54,m,multiple,0,2,F,33
45-54,m,multiple,0,2,V,126
45-54,m,multiple,0,3,N,906
45-54,m,multiple,0,3,B,658
45-54,m,multiple,0,3,T,150
45-54,m,multiple,0,3,E,449
45-54,m,multiple,0,3,U,169
45-54,m,multiple,0,3,R,416
45-54,m,multiple,0,3,P,112
45-54,m,multiple,0,3,S,25
45-54,m,multiple,0,3,D,190
45-54,m,multiple,0,3,A,178
45-54,m,multiple,0,3,C,68
45-54,m,multiple,0,3,X,43
45-54,m,multiple,0,3,H,12
45-54,m,multiple,0,3,F,10
45-54,m,multiple,0,3,V,32
45-54,m,multiple,0,4,R,127
45-54,m,multiple,0,4,B,240
45-54,m,multiple,0,4,E,243
45-54,m,multiple,0,4,P,68
45-54,m,multiple,0,4,T,38
45-54,m,multiple,0,4,D,96
45-54,m,multiple,0,4,U,40
45-54,m,multiple,0,4,A,87
45-54,m,multiple,0,4,F,4
45-54,m,multiple,0,4,N,278
45-54,m,multiple,0,4,X,18
45-54,m,multiple,0,4,C,43
45-54,m,multiple,0,4,S,7
45-54,m,multiple,0,4,H,2
45-54,m,multiple,0,4,V,18
45-54,m,multiple,0,5,N,62
45-54,m,multiple,0,5,D,38
45-54,m,multiple,0,5,B,71
45-54,m,multiple,0,5,E,71
45-54,m,multiple,0,5,T,13
45-54,m,multiple,0,5,R,33
45-54,m,multiple,0,5,F,7
45-54,m,multiple,0,5,U,25
45-54,m,multiple,0,5,P,22
45-54,m,multiple,0,5,H,1
45-54,m,multiple,0,5,A,29
45-54,m,multiple,0,5,C,7
45-54,m,multiple,0,5,X,6
45-54,m,multiple,0,5,V,5
45-54,m,multiple,0,6,D,11
45-54,m,multiple,0,6,P,11
45-54,m,multiple,0,6,N,18
45-54,m,multiple,0,6,E,11
45-54,m,multiple,0,6,A,5
45-54,m,multiple,0,6,U,6
45-54,m,multiple,0,6,X,3
45-54,m,multiple,0,6,B,7
45-54,m,multiple,0,6,R,5
45-54,m,multiple,0,6,C,3
45-54,m,multiple,0,6,T,1
45-54,m,multiple,0,6,V,1
45-54,m,multiple,0,7,T,2
45-54,m,multiple,0,7,U,2
45-54,m,multiple,0,7,C,2
45-54,m,multiple,0,7,P,2
45-54,m,multiple,0,7,B,1
45-54,m,multiple,0,7,X,1
45-54,m,multiple,0,7,E,1
45-54,m,multiple,0,8,X,1
45-54,m,multiple,0,8,C,1
45-54,m,multiple,0,8,N,1
0,m,multiple,0,1,N,4677
0,m,multiple,0,1,T,349
0,m,multiple,0,1,R,108
0,m,multiple,0,1,X,83
0,m,multiple,0,1,S,80
0,m,multiple,0,1,B,75
0,m,multiple,0,1,E,34
0,m,multiple,0,1,D,42
0,m,multiple,0,1,C,16
0,m,multiple,0,1,U,4
0,m,multiple,0,1,P,14
0,m,multiple,0,1,H,15
0,m,multiple,0,1,V,8
0,m,multiple,0,2,D,97
0,m,multiple,0,2,H,82
0,m,multiple,0,2,E,64
0,m,multiple,0,2,B,309
0,m,multiple,0,2,X,311
0,m,multiple,0,2,R,183
0,m,multiple,0,2,N,149
0,m,multiple,0,2,U,10
0,m,multiple,0,2,T,123
0,m,multiple,0,2,S,22
0,m,multiple,0,2,F,2
0,m,multiple,0,2,C,7
0,m,multiple,0,2,P,3
0,m,multiple,0,2,V,8
0,m,multiple,0,3,U,14
0,m,multiple,0,3,T,52
0,m,multiple,0,3,D,20
0,m,multiple,0,3,E,24
0,m,multiple,0,3,R,85
0,m,multiple,0,3,B,74
0,m,multiple,0,3,N,52
0,m,multiple,0,3,X,33
0,m,multiple,0,3,H,16
0,m,multiple,0,3,S,6
0,m,multiple,0,3,F,1
0,m,multiple,0,3,C,2
0,m,multiple,0,3,P,1
0,m,multiple,0,4,S,2
0,m,multiple,0,4,N,14
0,m,multiple,0,4,R,8
0,m,multiple,0,4,B,8
0,m,multiple,0,4,E,6
0,m,multiple,0,4,D,13
0,m,multiple,0,4,U,2
0,m,multiple,0,4,T,6
0,m,multiple,0,4,X,7
0,m,multiple,0,4,H,1
0,m,multiple,0,4,V,1
0,m,multiple,0,5,U,1
0,m,multiple,0,5,E,2
0,m,multiple,0,5,N,2
0,m,multiple,0,5,R,2
0,m,multiple,0,5,X,1
0,m,multiple,0,5,B,1
0,m,multiple,0,5,T,2
0,m,multiple,0,6,X,1
UNKNOWNAGE,m,multiple,0,1,N,4677
UNKNOWNAGE,m,multiple,0,1,T,349
UNKNOWNAGE,m,multiple,0,1,R,109
UNKNOWNAGE,m,multiple,0,1,X,83
UNKNOWNAGE,m,multiple,0,1,S,80
UNKNOWNAGE,m,multiple,0,1,B,75
UNKNOWNAGE,m,multiple,0,1,E,34
UNKNOWNAGE,m,multiple,0,1,D,42
UNKNOWNAGE,m,multiple,0,1,C,16
UNKNOWNAGE,m,multiple,0,1,U,4
UNKNOWNAGE,m,multiple,0,1,P,14
UNKNOWNAGE,m,multiple,0,1,H,15
UNKNOWNAGE,m,multiple,0,1,V,8
UNKNOWNAGE,m,multiple,0,2,D,98
UNKNOWNAGE,m,multiple,0,2,H,82
UNKNOWNAGE,m,multiple,0,2,E,64
UNKNOWNAGE,m,multiple,0,2,B,309
UNKNOWNAGE,m,multiple,0,2,X,311
UNKNOWNAGE,m,multiple,0,2,R,183
UNKNOWNAGE,m,multiple,0,2,N,149
UNKNOWNAGE,m,multiple,0,2,U,10
UNKNOWNAGE,m,multiple,0,2,T,123
UNKNOWNAGE,m,multiple,0,2,S,22
UNKNOWNAGE,m,multiple,0,2,F,2
UNKNOWNAGE,m,multiple,0,2,C,7
UNKNOWNAGE,m,multiple,0,2,P,3
UNKNOWNAGE,m,multiple,0,2,V,8
UNKNOWNAGE,m,multiple,0,3,U,14
UNKNOWNAGE,m,multiple,0,3,T,52
UNKNOWNAGE,m,multiple,0,3,D,20
UNKNOWNAGE,m,multiple,0,3,E,24
UNKNOWNAGE,m,multiple,0,3,R,85
UNKNOWNAGE,m,multiple,0,3,B,74
UNKNOWNAGE,m,multiple,0,3,N,52
UNKNOWNAGE,m,multiple,0,3,X,33
UNKNOWNAGE,m,multiple,0,3,H,16
UNKNOWNAGE,m,multiple,0,3,S,6
UNKNOWNAGE,m,multiple,0,3,F,1
UNKNOWNAGE,m,multiple,0,3,C,2
UNKNOWNAGE,m,multiple,0,3,P,1
UNKNOWNAGE,m,multiple,0,4,S,2
UNKNOWNAGE,m,multiple,0,4,N,14
UNKNOWNAGE,m,multiple,0,4,R,8
UNKNOWNAGE,m,multiple,0,4,B,8
UNKNOWNAGE,m,multiple,0,4,E,6
UNKNOWNAGE,m,multiple,0,4,D,13
UNKNOWNAGE,m,multiple,0,4,U,2
UNKNOWNAGE,m,multiple,0,4,T,6
UNKNOWNAGE,m,multiple,0,4,X,7
UNKNOWNAGE,m,multiple,0,4,H,1
UNKNOWNAGE,m,multiple,0,4,V,1
UNKNOWNAGE,m,multiple,0,5,U,1
UNKNOWNAGE,m,multiple,0,5,E,2
UNKNOWNAGE,m,multiple,0,5,N,2
UNKNOWNAGE,m,multiple,0,5,R,2
UNKNOWNAGE,m,multiple,0,5,X,1
UNKNOWNAGE,m,multiple,0,5,B,1
UNKNOWNAGE,m,multiple,0,5,T,2
UNKNOWNAGE,m,multiple,0,6,X,1
25-34,m,other,0,1,S,243
25-34,m,other,0,1,E,52
25-34,m,other,0,1,B,201
25-34,m,other,0,1,A,19
25-34,m,other,0,1,T,348
25-34,m,other,0,1,N,162
25-34,m,other,0,1,D,21
