scheme,bucket,sex,race,letter,weight
1,1-4,f,white,P,167.0
1,1-4,f,white,F,8.0
1,1-4,f,white,V,38.0
2,1-4,f,white,X,1087.7833333333328
2,1-4,f,white,T,2021.5583333333395
2,1-4,f,white,S,652.8166666666666
2,1-4,f,white,H,278.89166666666665
2,1-4,f,white,N,3633.149999999984
2,1-4,f,white,R,1120.7333333333308
2,1-4,f,white,B,967.9083333333298
2,1-4,f,white,F,24.5
2,1-4,f,white,P,157.375
2,1-4,f,white,C,948.3333333333328
2,1-4,f,white,U,249.01666666666623
2,1-4,f,white,E,377.6333333333338
2,1-4,f,white,D,219.59166666666633
2,1-4,f,white,A,0.9999999999999999
2,1-4,f,white,V,38.708333333333336
3,1-4,f,white,X,1056.266666666674
3,1-4,f,white,T,2053.066666666647
3,1-4,f,white,S,626.9761904761906
3,1-4,f,white,H,290.7500000000005
3,1-4,f,white,N,3587.1023809524418
3,1-4,f,white,R,1153.802380952386
3,1-4,f,white,B,1020.7857142857301
3,1-4,f,white,F,24.33333333333333
3,1-4,f,white,P,156.26666666666668
3,1-4,f,white,C,911.3357142857175
3,1-4,f,white,U,255.33571428571491
3,1-4,f,white,E,375.29285714285567
3,1-4,f,white,D,228.33571428571454
3,1-4,f,white,A,1.4833333333333332
3,1-4,f,white,V,37.86666666666667
4,1-4,f,white,X,838.2039904540036
4,1-4,f,white,T,2244.829326229293
4,1-4,f,white,S,693.152633477637
4,1-4,f,white,H,232.7667027417034
4,1-4,f,white,N,3921.8630425130227
4,1-4,f,white,R,1060.6046037296167
4,1-4,f,white,B,890.9558247308344
4,1-4,f,white,F,21.751190476190477
4,1-4,f,white,P,163.92539682539703
4,1-4,f,white,C,894.8765873015916
4,1-4,f,white,U,245.67260517260527
4,1-4,f,white,E,338.28553113553005
4,1-4,f,white,D,199.95502553002513
4,1-4,f,white,A,1.0277777777777777
4,1-4,f,white,V,31.1297619047619
1,75-84,f,black,C,72688.0
1,75-84,f,black,N,106902.0
1,75-84,f,black,B,143709.0
1,75-84,f,black,R,38572.0
1,75-84,f,black,T,1870.0
1,75-84,f,black,U,1089.0
1,75-84,f,black,E,22530.0
1,75-84,f,black,A,242.0
1,75-84,f,black,D,9330.0
1,75-84,f,black,X,1064.0
1,75-84,f,black,F,759.0
1,75-84,f,black,P,219.0
1,75-84,f,black,S,1703.0
1,75-84,f,black,H,30.0
1,75-84,f,black,V,9305.0
2,75-84,f,black,C,60543.97380951773
2,75-84,f,black,N,114806.88988100251
2,75-84,f,black,B,137013.7660714757
2,75-84,f,black,R,43131.96726189884
2,75-84,f,black,D,8975.445238095654
2,75-84,f,black,E,30902.87678572321
2,75-84,f,black,T,2138.803571428578
2,75-84,f,black,X,1098.273809523806
2,75-84,f,black,U,1441.730952380964
2,75-84,f,black,S,1270.612499999999
2,75-84,f,black,A,252.321428571428
2,75-84,f,black,F,834.665476190472
2,75-84,f,black,P,192.0839285714284
2,75-84,f,black,H,86.09166666666668
2,75-84,f,black,V,7322.497619047979
3,75-84,f,black,C,58180.521031757475
3,75-84,f,black,N,115353.29999985706
3,75-84,f,black,B,136448.16666653898
3,75-84,f,black,R,43849.1130952445
3,75-84,f,black,D,8898.298412697779
3,75-84,f,black,E,33071.135714272175
3,75-84,f,black,T,2299.9261904761975
3,75-84,f,black,X,1066.7615079365296
3,75-84,f,black,U,1612.0115079365294
3,75-84,f,black,S,1156.552777777793
3,75-84,f,black,A,256.9345238095239
3,75-84,f,black,F,810.8178571428679
3,75-84,f,black,P,184.78134920634915
3,75-84,f,black,H,89.98333333333335
3,75-84,f,black,V,6733.696031745348
4,75-84,f,black,C,57200.56124707635
4,75-84,f,black,N,118926.06855627241
4,75-84,f,black,B,146559.5347763313
4,75-84,f,black,R,41300.74291262966
4,75-84,f,black,D,7940.599747474015
4,75-84,f,black,E,25888.563308922727
4,75-84,f,black,T,2157.6170718170742
4,75-84,f,black,X,863.2699217449282
4,75-84,f,black,U,1242.4756105006163
4,75-84,f,black,S,1151.1841047841126
4,75-84,f,black,A,211.70585248085214
4,75-84,f,black,F,680.57114829615
4,75-84,f,black,P,196.2916222666214
4,75-84,f,black,H,71.06078643578647
4,75-84,f,black,V,5621.75333277808
1,45-54,m,asian,E,1213.0
1,45-54,m,asian,P,1072.0
1,45-54,m,asian,D,944.0
1,45-54,m,asian,C,7006.0
1,45-54,m,asian,B,8548.0
1,45-54,m,asian,S,1310.0
1,45-54,m,asian,N,3574.0
1,45-54,m,asian,U,246.0
1,45-54,m,asian,T,1748.0
1,45-54,m,asian,A,930.0
1,45-54,m,asian,R,1248.0
1,45-54,m,asian,H,19.0
1,45-54,m,asian,X,103.0
1,45-54,m,asian,F,66.0
1,45-54,m,asian,V,855.0
1,UNDER65,m,asian,E,4673.0
1,UNDER65,m,asian,N,14569.0
1,UNDER65,m,asian,B,29965.0
1,UNDER65,m,asian,P,5701.0
1,UNDER65,m,asian,S,7404.0
1,UNDER65,m,asian,D,3349.0
1,UNDER65,m,asian,R,5781.0
1,UNDER65,m,asian,C,27239.0
1,UNDER65,m,asian,U,1102.0
1,UNDER65,m,asian,T,9931.0
1,UNDER65,m,asian,A,2877.0
1,UNDER65,m,asian,X,564.0
1,UNDER65,m,asian,F,262.0
1,UNDER65,m,asian,H,93.0
1,UNDER65,m,asian,V,3425.0
2,45-54,m,asian,E,1733.8726190476375
2,45-54,m,asian,N,4663.851785714245
2,45-54,m,asian,B,8132.543452381161
2,45-54,m,asian,P,913.0874999999991
2,45-54,m,asian,D,1200.622023809524
2,45-54,m,asian,C,5520.258928571439
2,45-54,m,asian,S,1129.2636904761898
2,45-54,m,asian,H,131.66666666666666
2,45-54,m,asian,R,1836.67202380955
2,45-54,m,asian,U,279.49642857142805
2,45-54,m,asian,F,105.89642857142859
2,45-54,m,asian,A,812.0547619047605
2,45-54,m,asian,T,1596.3791666666689
2,45-54,m,asian,X,206.92499999999973
2,45-54,m,asian,V,619.409523809524
2,UNDER65,m,asian,E,6591.197619047956
2,UNDER65,m,asian,N,18736.286904761306
2,UNDER65,m,asian,B,29151.70357143111
2,UNDER65,m,asian,C,21214.213690476303
2,UNDER65,m,asian,P,4984.143452380954
2,UNDER65,m,asian,S,6263.339285714306
2,UNDER65,m,asian,T,9207.194047619107
2,UNDER65,m,asian,D,4163.731547618896
2,UNDER65,m,asian,R,7956.976785714877
2,UNDER65,m,asian,U,1275.7755952380953
2,UNDER65,m,asian,X,1198.03869047619
2,UNDER65,m,asian,H,724.9833333333331
2,UNDER65,m,asian,F,449.6642857142866
2,UNDER65,m,asian,A,2614.094642857126
2,UNDER65,m,asian,V,2403.6565476190403
3,45-54,m,asian,E,1828.8662698412386
3,45-54,m,asian,N,4823.86468253964
3,45-54,m,asian,B,8144.067857142303
3,45-54,m,asian,P,877.0484126984173
3,45-54,m,asian,D,1256.6404761904812
3,45-54,m,asian,C,5238.7956349205715
3,45-54,m,asian,S,1086.6230158730216
3,45-54,m,asian,H,141.19285714285698
3,45-54,m,asian,R,1938.941666666629
3,45-54,m,asian,U,300.32499999999897
3,45-54,m,asian,F,101.71230158730154
3,45-54,m,asian,A,772.828174603181
3,45-54,m,asian,T,1597.891666666664
3,45-54,m,asian,X,212.70674603174612
3,45-54,m,asian,V,560.4952380952368
3,UNDER65,m,asian,E,6985.5432539674175
3,UNDER65,m,asian,N,19351.89920635068
3,UNDER65,m,asian,B,29263.33690475682
3,UNDER65,m,asian,C,20101.89761904768
3,UNDER65,m,asian,P,4839.201984126975
3,UNDER65,m,asian,S,6030.432936507809
3,UNDER65,m,asian,T,9225.707142857049
3,UNDER65,m,asian,D,4353.737698412725
3,UNDER65,m,asian,R,8309.602380951268
3,UNDER65,m,asian,U,1371.3333333333358
3,UNDER65,m,asian,X,1220.5079365079425
3,UNDER65,m,asian,H,792.6428571428652
3,UNDER65,m,asian,F,441.3742063492044
3,UNDER65,m,asian,A,2520.327380952386
3,UNDER65,m,asian,V,2127.4551587301276
4,45-54,m,asian,E,1489.7089105339132
4,45-54,m,asian,N,4891.178418803277
4,45-54,m,asian,B,8634.794794094247
4,45-54,m,asian,P,998.7679209679327
4,45-54,m,asian,D,1204.5395049395138
4,45-54,m,asian,C,5256.077020201928
4,45-54,m,asian,S,1047.7532134532348
4,45-54,m,asian,H,109.2837301587299
4,45-54,m,asian,R,1862.0275557775565
4,45-54,m,asian,U,246.94761904761768
4,45-54,m,asian,F,87.12983405483405
4,45-54,m,asian,A,702.848482073485
4,45-54,m,asian,T,1715.226787101753
4,45-54,m,asian,X,163.7774170274169
4,45-54,m,asian,V,471.93879176378977
4,UNDER65,m,asian,E,5668.080025529651
4,UNDER65,m,asian,N,19735.95373238384
4,UNDER65,m,asian,B,31065.2735903028
4,UNDER65,m,asian,C,20102.241686093417
4,UNDER65,m,asian,P,5397.04602619559
4,UNDER65,m,asian,S,5908.101326450622
4,UNDER65,m,asian,T,9807.609262959228
4,UNDER65,m,asian,D,4148.639041514043
4,UNDER65,m,asian,R,7998.28220668123
4,UNDER65,m,asian,U,1131.2066822066838
4,UNDER65,m,asian,X,934.9302392052543
4,UNDER65,m,asian,H,619.9738095238116
4,UNDER65,m,asian,F,378.20531413031324
4,UNDER65,m,asian,A,2244.755211455211
4,UNDER65,m,asian,V,1794.7018453768417
1,55-64,f,black,B,91276.0
1,55-64,f,black,C,80741.0
1,55-64,f,black,E,17371.0
1,55-64,f,black,T,3849.0
1,55-64,f,black,D,9610.0
1,55-64,f,black,N,55785.0
1,55-64,f,black,R,28133.0
1,55-64,f,black,S,1978.0
1,55-64,f,black,X,846.0
1,55-64,f,black,A,3074.0
1,55-64,f,black,P,8485.0
1,55-64,f,black,U,1636.0
1,55-64,f,black,H,94.0
1,55-64,f,black,F,284.0
1,55-64,f,black,V,6989.0
1,UNDER65,f,black,B,160126.0
1,UNDER65,f,black,S,16531.0
1,UNDER65,f,black,C,133036.0
1,UNDER65,f,black,N,116392.0
1,UNDER65,f,black,E,33684.0
1,UNDER65,f,black,T,25549.0
1,UNDER65,f,black,A,7827.0
1,UNDER65,f,black,D,17696.0
1,UNDER65,f,black,U,5264.0
1,UNDER65,f,black,R,48535.0
1,UNDER65,f,black,X,2125.0
1,UNDER65,f,black,P,33897.0
1,UNDER65,f,black,H,838.0
1,UNDER65,f,black,F,501.0
1,UNDER65,f,black,V,12748.0
2,55-64,f,black,B,87335.53035715647
2,55-64,f,black,C,65728.81964285203
2,55-64,f,black,N,66341.38869045273
2,55-64,f,black,R,32210.370833340865
2,55-64,f,black,D,10151.668452380967
2,55-64,f,black,E,23550.964880955376
2,55-64,f,black,T,3954.6011904760826
2,55-64,f,black,S,1370.925
2,55-64,f,black,U,1967.425595238129
2,55-64,f,black,X,960.3035714285683
2,55-64,f,black,A,2951.2654761904255
2,55-64,f,black,P,7410.613690476277
2,55-64,f,black,F,331.52261904761997
2,55-64,f,black,H,423.65000000000003
2,55-64,f,black,V,5461.9500000000935
2,UNDER65,f,black,B,155520.41488096784
2,UNDER65,f,black,S,10797.705952380964
2,UNDER65,f,black,T,24967.328571428825
2,UNDER65,f,black,C,108755.14226191773
2,UNDER65,f,black,N,130920.30773818423
2,UNDER65,f,black,R,56595.85773807104
2,UNDER65,f,black,E,45295.68630951277
2,UNDER65,f,black,D,18928.374404761606
2,UNDER65,f,black,P,29607.44583333382
2,UNDER65,f,black,A,8055.265476190869
2,UNDER65,f,black,U,5862.377976190716
2,UNDER65,f,black,X,3208.9309523808793
2,UNDER65,f,black,H,5616.363095238097
2,UNDER65,f,black,F,595.6273809523814
2,UNDER65,f,black,V,10022.171428571351
3,55-64,f,black,B,87121.98253964205
3,55-64,f,black,C,63016.53730160088
3,55-64,f,black,N,67570.92658733409
3,55-64,f,black,R,32921.244444433236
3,55-64,f,black,D,10266.196825397285
3,55-64,f,black,E,24972.412301584165
3,55-64,f,black,T,4082.0333333333106
3,55-64,f,black,S,1241.5773809523866
3,55-64,f,black,U,2127.356349206335
3,55-64,f,black,X,938.4190476190643
3,55-64,f,black,A,2940.6753968254357
3,55-64,f,black,P,7143.069444444146
3,55-64,f,black,F,319.78928571428486
3,55-64,f,black,H,456.92619047618723
3,55-64,f,black,V,5031.853571428389
3,UNDER65,f,black,B,155528.59444444202
3,UNDER65,f,black,S,9544.671428571204
3,UNDER65,f,black,T,25571.408333331838
3,UNDER65,f,black,C,104508.75158725026
3,UNDER65,f,black,N,132599.9277775632
3,UNDER65,f,black,R,57925.511111138054
3,UNDER65,f,black,E,47704.73134921734
3,UNDER65,f,black,D,19153.143253970844
3,UNDER65,f,black,P,28581.913492061223
3,UNDER65,f,black,A,8185.155158728823
3,UNDER65,f,black,U,6240.099206348287
3,UNDER65,f,black,X,3220.4023809523906
3,UNDER65,f,black,H,6152.05595238051
3,UNDER65,f,black,F,579.8023809523801
3,UNDER65,f,black,V,9252.832142856889
4,55-64,f,black,B,92448.59084792795
4,55-64,f,black,C,62852.5314851698
4,55-64,f,black,N,70525.6778054417
4,55-64,f,black,R,31143.355636038083
4,55-64,f,black,D,9514.785841935909
4,55-64,f,black,E,20640.32937341048
4,55-64,f,black,T,4084.060816960887
4,55-64,f,black,S,1273.1691114441155
4,55-64,f,black,U,1583.8905649905707
4,55-64,f,black,X,753.765559440565
4,55-64,f,black,A,2466.302944277941
4,55-64,f,black,P,8037.200854699909
4,55-64,f,black,F,269.0125263625256
4,55-64,f,black,H,361.65586635586396
4,55-64,f,black,V,4196.670765345725
4,UNDER65,f,black,B,162981.64161415113
4,UNDER65,f,black,S,9914.15306915324
4,UNDER65,f,black,T,26732.809396154258
4,UNDER65,f,black,C,104335.2584525841
4,UNDER65,f,black,N,138864.95241137364
4,UNDER65,f,black,R,54524.71706899974
4,UNDER65,f,black,E,40243.60881617369
4,UNDER65,f,black,D,17780.144902323893
4,UNDER65,f,black,P,32217.218933867378
4,UNDER65,f,black,A,6849.197064046857
4,UNDER65,f,black,U,4666.011549561479
4,UNDER65,f,black,X,2569.632239982247
4,UNDER65,f,black,H,4842.501640026629
4,UNDER65,f,black,F,489.6093018093006
4,UNDER65,f,black,V,7737.543539792814
1,35-44,m,asian,N,1713.0
1,35-44,m,asian,B,3367.0
1,35-44,m,asian,P,1480.0
1,35-44,m,asian,C,2376.0
1,35-44,m,asian,S,1227.0
1,35-44,m,asian,U,254.0
1,35-44,m,asian,T,1826.0
1,35-44,m,asian,X,87.0
1,35-44,m,asian,R,543.0
1,35-44,m,asian,A,696.0
1,35-44,m,asian,E,498.0
1,35-44,m,asian,D,437.0
1,35-44,m,asian,F,29.0
1,35-44,m,asian,H,20.0
1,35-44,m,asian,V,358.0
2,35-44,m,asian,N,2108.069047619065
2,35-44,m,asian,C,1868.608333333336
2,35-44,m,asian,B,3369.30595238092
2,35-44,m,asian,P,1300.138095238095
2,35-44,m,asian,S,1087.6630952380947
2,35-44,m,asian,U,248.0261904761898
2,35-44,m,asian,T,1640.8559523809538
2,35-44,m,asian,X,200.0261904761903
2,35-44,m,asian,H,131.2666666666667
2,35-44,m,asian,R,762.0380952380921
2,35-44,m,asian,D,559.1976190476202
2,35-44,m,asian,E,688.2511904761892
2,35-44,m,asian,F,47.626190476190466
2,35-44,m,asian,A,642.4809523809517
2,35-44,m,asian,V,257.44642857142816
3,35-44,m,asian,N,2172.3309523809203
3,35-44,m,asian,C,1781.3452380952253
3,35-44,m,asian,B,3389.379761904821
3,35-44,m,asian,P,1259.6654761904763
3,35-44,m,asian,S,1049.7773809523856
3,35-44,m,asian,U,259.88452380952447
3,35-44,m,asian,T,1636.494047619042
3,35-44,m,asian,X,206.2976190476192
3,35-44,m,asian,H,143.06666666666658
3,35-44,m,asian,R,803.3119047619141
3,35-44,m,asian,D,585.8226190476186
3,35-44,m,asian,E,722.9047619047674
3,35-44,m,asian,F,46.98571428571429
3,35-44,m,asian,A,620.1726190476192
3,35-44,m,asian,V,233.5607142857147
4,35-44,m,asian,N,2232.1286630036743
4,35-44,m,asian,C,1783.442854367847
4,35-44,m,asian,B,3483.9185675435924
4,35-44,m,asian,P,1413.2610556110794
4,35-44,m,asian,S,1020.0322150072443
4,35-44,m,asian,U,215.66119436119376
4,35-44,m,asian,T,1749.5973304472952
4,35-44,m,asian,X,155.80717893217889
4,35-44,m,asian,H,110.66944444444415
4,35-44,m,asian,R,762.8798368298404
4,35-44,m,asian,D,568.7314491064473
4,35-44,m,asian,E,616.1104562104565
4,35-44,m,asian,F,40.84805194805196
4,35-44,m,asian,A,558.4393495393497
4,35-44,m,asian,V,199.47235264735244
1,85+,f,asian,B,60838.0
1,85+,f,asian,N,48803.0
1,85+,f,asian,C,16436.0
1,85+,f,asian,E,6845.0
1,85+,f,asian,R,15338.0
1,85+,f,asian,D,3238.0
1,85+,f,asian,P,38.0
1,85+,f,asian,F,942.0
1,85+,f,asian,S,1550.0
1,85+,f,asian,T,829.0
1,85+,f,asian,X,369.0
1,85+,f,asian,U,116.0
1,85+,f,asian,A,19.0
1,85+,f,asian,H,2.0
1,85+,f,asian,V,3796.0
1,PLUS65,f,asian,B,107796.0
1,PLUS65,f,asian,N,79903.0
1,PLUS65,f,asian,C,60271.0
1,PLUS65,f,asian,D,7842.0
1,PLUS65,f,asian,E,14743.0
1,PLUS65,f,asian,R,29343.0
1,PLUS65,f,asian,T,2852.0
1,PLUS65,f,asian,F,1636.0
1,PLUS65,f,asian,P,233.0
1,PLUS65,f,asian,S,3185.0
1,PLUS65,f,asian,X,768.0
1,PLUS65,f,asian,A,144.0
1,PLUS65,f,asian,U,512.0
1,PLUS65,f,asian,H,15.0
1,PLUS65,f,asian,V,8027.0
2,85+,f,asian,B,58416.466666658656
2,85+,f,asian,N,50000.19642856656
2,85+,f,asian,R,17077.028571427312
2,85+,f,asian,E,10705.658333333127
2,85+,f,asian,C,13159.239285714115
2,85+,f,asian,D,3294.5142857142146
2,85+,f,asian,P,33.01666666666667
2,85+,f,asian,F,1054.5428571428495
2,85+,f,asian,S,1242.7857142857165
2,85+,f,asian,T,816.7416666666636
2,85+,f,asian,X,396.9142857142887
2,85+,f,asian,U,343.5904761904776
2,85+,f,asian,A,14.65833333333333
2,85+,f,asian,H,9.058333333333334
2,85+,f,asian,V,2594.5880952380808
2,PLUS65,f,asian,B,104955.7345238379
2,PLUS65,f,asian,C,47855.08392856944
2,PLUS65,f,asian,N,85510.50476191197
2,PLUS65,f,asian,R,33470.70952381554
2,PLUS65,f,asian,E,22197.76785714432
2,PLUS65,f,asian,D,8272.358333333916
2,PLUS65,f,asian,U,1028.5428571428424
2,PLUS65,f,asian,T,2754.9880952380436
2,PLUS65,f,asian,H,76.81666666666668
2,PLUS65,f,asian,F,1836.9113095238288
2,PLUS65,f,asian,S,2561.8791666666452
2,PLUS65,f,asian,P,200.38333333333324
2,PLUS65,f,asian,X,869.1928571428541
2,PLUS65,f,asian,A,125.31250000000006
2,PLUS65,f,asian,V,5553.814285714383
3,85+,f,asian,B,58233.90238097191
3,85+,f,asian,N,50024.96904763124
3,85+,f,asian,R,17238.22261905112
3,85+,f,asian,E,11657.603571430102
3,85+,f,asian,C,12533.992857143656
3,85+,f,asian,D,3322.3511904762404
3,85+,f,asian,P,31.335714285714275
3,85+,f,asian,F,1022.3857142857346
3,85+,f,asian,S,1169.5654761904957
3,85+,f,asian,T,842.6000000000105
3,85+,f,asian,X,404.32619047618766
3,85+,f,asian,U,431.6821428571391
3,85+,f,asian,A,13.816666666666665
3,85+,f,asian,H,9.783333333333331
3,85+,f,asian,V,2222.4630952380685
3,PLUS65,f,asian,B,104840.07341261535
3,PLUS65,f,asian,C,45514.580158733304
3,PLUS65,f,asian,N,86197.01388885196
3,PLUS65,f,asian,R,33939.599603165196
3,PLUS65,f,asian,E,24105.004365075893
3,PLUS65,f,asian,D,8380.773412697477
3,PLUS65,f,asian,U,1227.213888888916
3,PLUS65,f,asian,T,2811.1944444444166
3,PLUS65,f,asian,H,83.03333333333333
3,PLUS65,f,asian,F,1774.6694444444481
3,PLUS65,f,asian,S,2413.198412698401
3,PLUS65,f,asian,P,194.36666666666656
3,PLUS65,f,asian,X,874.4261904762051
3,PLUS65,f,asian,A,123.47301587301583
3,PLUS65,f,asian,V,4791.379761904658
4,85+,f,asian,B,62345.093642439584
4,85+,f,asian,N,50958.53856141528
4,85+,f,asian,R,16246.059093688064
4,85+,f,asian,E,9011.153560328248
4,85+,f,asian,C,12207.270496171222
4,85+,f,asian,D,2991.6762099011994
4,85+,f,asian,P,33.92867965367966
4,85+,f,asian,F,834.9860195360241
4,85+,f,asian,S,1219.7389110889198
4,85+,f,asian,T,804.9455488955531
4,85+,f,asian,X,311.93645243645136
4,85+,f,asian,U,316.81609779109607
4,85+,f,asian,A,11.509523809523806
4,85+,f,asian,H,8.69090909090909
4,85+,f,asian,V,1856.6562937062872
4,PLUS65,f,asian,B,112586.18995431084
4,PLUS65,f,asian,C,45129.9373626325
4,PLUS65,f,asian,N,88028.79004874003
4,PLUS65,f,asian,R,32328.289713070164
4,PLUS65,f,asian,E,18791.40631591185
4,PLUS65,f,asian,D,7678.33222610656
4,PLUS65,f,asian,U,915.0490925740958
4,PLUS65,f,asian,T,2818.810553335546
4,PLUS65,f,asian,H,66.9242424242425
4,PLUS65,f,asian,F,1461.3881590631709
4,PLUS65,f,asian,S,2476.2792957042966
4,PLUS65,f,asian,P,217.455955155954
4,PLUS65,f,asian,X,673.4794649794675
4,PLUS65,f,asian,A,107.9810300810302
4,PLUS65,f,asian,V,3989.686585636605
1,55-64,m,asian,B,16759.0
1,55-64,m,asian,N,6968.0
1,55-64,m,asian,R,3449.0
1,55-64,m,asian,C,16240.0
1,55-64,m,asian,E,2629.0
1,55-64,m,asian,T,1722.0
1,55-64,m,asian,S,1340.0
1,55-64,m,asian,D,1707.0
1,55-64,m,asian,P,680.0
1,55-64,m,asian,A,996.0
1,55-64,m,asian,U,257.0
1,55-64,m,asian,F,141.0
1,55-64,m,asian,X,141.0
1,55-64,m,asian,H,16.0
1,55-64,m,asian,V,2004.0
2,55-64,m,asian,B,16036.14166666577
2,55-64,m,asian,E,3762.6404761903304
2,55-64,m,asian,N,9576.97023809544
2,55-64,m,asian,R,4607.779166666609
2,55-64,m,asian,C,12581.763095237999
2,55-64,m,asian,T,1585.2630952380962
2,55-64,m,asian,U,355.58630952381094
2,55-64,m,asian,S,1093.266666666665
2,55-64,m,asian,H,110.63333333333337
2,55-64,m,asian,D,2099.9077380952654
2,55-64,m,asian,F,224.35833333333318
2,55-64,m,asian,P,550.0845238095243
2,55-64,m,asian,A,833.7130952380926
2,55-64,m,asian,X,263.19166666666615
2,55-64,m,asian,V,1367.7005952380978
3,55-64,m,asian,B,16071.106746034351
3,55-64,m,asian,E,4008.3031746033153
3,55-64,m,asian,N,9943.944841269926
3,55-64,m,asian,R,4787.640079364995
3,55-64,m,asian,C,11897.621031746625
3,55-64,m,asian,T,1588.5722222222237
3,55-64,m,asian,U,398.667460317458
3,55-64,m,asian,S,1046.4785714285786
3,55-64,m,asian,H,120.83333333333309
3,55-64,m,asian,D,2196.642063492042
3,55-64,m,asian,F,218.73333333333335
3,55-64,m,asian,P,527.8190476190466
3,55-64,m,asian,A,783.4559523809593
3,55-64,m,asian,X,271.64960317460265
3,55-64,m,asian,V,1187.5325396825504
4,55-64,m,asian,B,17326.29569319943
4,55-64,m,asian,E,3186.8843739593644
4,55-64,m,asian,N,10089.399489399866
4,55-64,m,asian,R,4645.722333222262
4,55-64,m,asian,C,11890.354870130595
4,55-64,m,asian,T,1675.5880230880002
4,55-64,m,asian,U,308.17348762348644
4,55-64,m,asian,S,1043.0507853258084
4,55-64,m,asian,H,96.37817460317449
4,55-64,m,asian,D,2084.8642496392417
4,55-64,m,asian,F,186.89733044733055
4,55-64,m,asian,P,606.594047619051
4,55-64,m,asian,A,695.2369630369647
4,55-64,m,asian,X,212.69368409368374
4,55-64,m,asian,V,1000.8664946165045
1,15-24,f,black,S,4115.0
1,15-24,f,black,T,5275.0
1,15-24,f,black,N,3969.0
1,15-24,f,black,B,1493.0
1,15-24,f,black,C,1019.0
1,15-24,f,black,P,2088.0
1,15-24,f,black,R,883.0
1,15-24,f,black,H,179.0
1,15-24,f,black,D,219.0
1,15-24,f,black,E,671.0
1,15-24,f,black,A,45.0
1,15-24,f,black,X,125.0
1,15-24,f,black,U,306.0
1,15-24,f,black,F,4.0
1,15-24,f,black,V,174.0
2,15-24,f,black,S,2651.516666666666
2,15-24,f,black,T,5195.833333333337
2,15-24,f,black,H,1426.558333333333
2,15-24,f,black,N,3825.4880952380645
2,15-24,f,black,B,1819.4630952381049
2,15-24,f,black,X,260.3047619047616
2,15-24,f,black,R,1065.0333333333292
2,15-24,f,black,C,818.0630952380949
2,15-24,f,black,D,255.2166666666662
2,15-24,f,black,E,754.0464285714261
2,15-24,f,black,P,1892.7666666666678
2,15-24,f,black,A,119.45833333333339
2,15-24,f,black,U,327.7714285714287
2,15-24,f,black,F,8.791666666666668
2,15-24,f,black,V,144.6880952380953
3,15-24,f,black,S,2306.1666666666442
3,15-24,f,black,T,5336.577380952316
3,15-24,f,black,H,1586.7166666666317
3,15-24,f,black,N,3822.627380952459
3,15-24,f,black,B,1856.427380952356
3,15-24,f,black,X,268.62738095238143
3,15-24,f,black,R,1084.61904761906
3,15-24,f,black,C,784.1083333333355
3,15-24,f,black,D,261.8928571428576
3,15-24,f,black,E,769.427380952386
3,15-24,f,black,P,1857.3499999999926
3,15-24,f,black,A,139.1999999999998
3,15-24,f,black,U,343.54166666666504
3,15-24,f,black,F,9.199999999999996
3,15-24,f,black,V,138.5178571428571
4,15-24,f,black,S,2380.7467504717365
4,15-24,f,black,T,5672.7914418910805
4,15-24,f,black,H,1257.6463675213663
4,15-24,f,black,N,4014.5931901431995
4,15-24,f,black,B,1784.6755938505921
4,15-24,f,black,X,215.1072621822623
4,15-24,f,black,R,1008.7702020202145
4,15-24,f,black,C,774.0818043068077
4,15-24,f,black,D,230.4477133977133
4,15-24,f,black,E,703.5123182373206
4,15-24,f,black,P,2010.335101010103
4,15-24,f,black,A,103.10256132756172
4,15-24,f,black,U,285.7720890220879
4,15-24,f,black,F,7.75
4,15-24,f,black,V,115.66760461760467
1,0,m,native,N,1351.0
1,0,m,native,R,47.0
1,0,m,native,T,119.0
1,0,m,native,E,17.0
1,0,m,native,C,9.0
1,0,m,native,S,21.0
1,0,m,native,B,31.0
1,0,m,native,D,10.0
1,0,m,native,P,11.0
1,0,m,native,H,8.0
1,0,m,native,X,38.0
1,0,m,native,U,2.0
1,0,m,native,V,3.0
1,UNKNOWNAGE,m,native,N,1353.0
1,UNKNOWNAGE,m,native,R,47.0
1,UNKNOWNAGE,m,native,T,121.0
1,UNKNOWNAGE,m,native,E,18.0
1,UNKNOWNAGE,m,native,C,9.0
1,UNKNOWNAGE,m,native,U,3.0
1,UNKNOWNAGE,m,native,S,22.0
1,UNKNOWNAGE,m,native,B,32.0
1,UNKNOWNAGE,m,native,D,10.0
1,UNKNOWNAGE,m,native,P,12.0
1,UNKNOWNAGE,m,native,H,8.0
1,UNKNOWNAGE,m,native,X,38.0
1,UNKNOWNAGE,m,native,V,3.0
2,0,m,native,N,1293.208333333333
2,0,m,native,R,70.29166666666666
2,0,m,native,B,52.04166666666666
2,0,m,native,T,89.625
2,0,m,native,X,69.54166666666667
2,0,m,native,E,28.166666666666668
2,0,m,native,H,11.666666666666668
2,0,m,native,C,7.416666666666666
2,0,m,native,D,15.625
2,0,m,native,U,3.416666666666666
2,0,m,native,S,14.25
2,0,m,native,P,8.5
2,0,m,native,V,2.75
2,0,m,native,F,0.5
2,UNKNOWNAGE,m,native,N,1295.208333333333
2,UNKNOWNAGE,m,native,R,70.29166666666666
2,UNKNOWNAGE,m,native,B,53.20833333333333
