scheme,bucket,sex,race,letter,weight
3,UNKNOWN,f,UNKRACE,H,24.999999999999996
3,UNKNOWN,f,UNKRACE,E,15.56666666666667
3,UNKNOWN,f,UNKRACE,N,241.51666666666677
3,UNKNOWN,f,UNKRACE,R,19.78333333333333
3,UNKNOWN,f,UNKRACE,P,15.200000000000003
3,UNKNOWN,f,UNKRACE,B,87.73333333333329
3,UNKNOWN,f,UNKRACE,A,5.016666666666667
3,UNKNOWN,f,UNKRACE,S,18.333333333333332
3,UNKNOWN,f,UNKRACE,X,15.533333333333333
3,UNKNOWN,f,UNKRACE,C,28.699999999999996
3,UNKNOWN,f,UNKRACE,D,9.816666666666666
3,UNKNOWN,f,UNKRACE,U,4.066666666666666
3,UNKNOWN,f,UNKRACE,F,2.0
4,UNKNOWN,f,UNKRACE,T,53.59761904761909
4,UNKNOWN,f,UNKRACE,H,22.225000000000005
4,UNKNOWN,f,UNKRACE,E,13.220670995670996
4,UNKNOWN,f,UNKRACE,N,242.1235930735931
4,UNKNOWN,f,UNKRACE,R,16.40400432900433
4,UNKNOWN,f,UNKRACE,P,16.778571428571418
4,UNKNOWN,f,UNKRACE,B,92.25876623376632
4,UNKNOWN,f,UNKRACE,A,4.644047619047619
4,UNKNOWN,f,UNKRACE,S,19.599999999999998
4,UNKNOWN,f,UNKRACE,X,11.526190476190479
4,UNKNOWN,f,UNKRACE,C,28.990151515151524
4,UNKNOWN,f,UNKRACE,D,9.755194805194806
4,UNKNOWN,f,UNKRACE,U,4.042857142857143
4,UNKNOWN,f,UNKRACE,F,1.8333333333333335
1,85+,m,white,N,918563.0
1,85+,m,white,B,1275076.0
1,85+,m,white,D,68425.0
1,85+,m,white,X,11736.0
1,85+,m,white,R,392862.0
1,85+,m,white,C,446371.0
1,85+,m,white,E,109807.0
1,85+,m,white,S,51934.0
1,85+,m,white,T,21544.0
1,85+,m,white,A,2407.0
1,85+,m,white,U,4742.0
1,85+,m,white,F,28271.0
1,85+,m,white,P,966.0
1,85+,m,white,H,59.0
1,85+,m,white,V,64493.0
1,ALL,m,white,N,2703777.0
1,ALL,m,white,C,2656926.0
1,ALL,m,white,B,4153209.0
1,ALL,m,white,D,411666.0
1,ALL,m,white,R,1466503.0
1,ALL,m,white,A,228431.0
1,ALL,m,white,S,467078.0
1,ALL,m,white,T,418939.0
1,ALL,m,white,X,55702.0
1,ALL,m,white,P,439039.0
1,ALL,m,white,E,549664.0
1,ALL,m,white,U,74496.0
1,ALL,m,white,F,68527.0
1,ALL,m,white,H,4335.0
1,ALL,m,white,V,265217.0
1,PLUS65,m,white,N,2152737.0
1,PLUS65,m,white,B,3247851.0
1,PLUS65,m,white,D,257528.0
1,PLUS65,m,white,R,1207518.0
1,PLUS65,m,white,X,33075.0
1,PLUS65,m,white,C,1965172.0
1,PLUS65,m,white,S,167963.0
1,PLUS65,m,white,E,387218.0
1,PLUS65,m,white,A,59967.0
1,PLUS65,m,white,F,59082.0
1,PLUS65,m,white,T,101598.0
1,PLUS65,m,white,U,23410.0
1,PLUS65,m,white,P,22086.0
1,PLUS65,m,white,H,496.0
1,PLUS65,m,white,V,196772.0
2,85+,m,white,N,993069.6757903461
2,85+,m,white,B,1196419.318054787
2,85+,m,white,D,65855.5632936164
2,85+,m,white,R,424962.69424684544
2,85+,m,white,E,169280.8621031334
2,85+,m,white,C,374372.61091285595
2,85+,m,white,X,11632.805555555582
2,85+,m,white,T,25429.40793650893
2,85+,m,white,S,41140.242261898595
2,85+,m,white,U,11053.356547619056
2,85+,m,white,A,2390.429761904746
2,85+,m,white,F,29315.326388894555
2,85+,m,white,H,165.7749999999999
2,85+,m,white,P,818.3339285714278
2,85+,m,white,V,51349.59821427111
2,ALL,m,white,N,3263319.9438136173
2,ALL,m,white,B,3916794.3120543556
2,ALL,m,white,D,428047.94504049025
2,ALL,m,white,C,2128809.9051664816
2,ALL,m,white,R,1563581.69048975
2,ALL,m,white,E,783888.9132884116
2,ALL,m,white,A,214445.07142841487
2,ALL,m,white,S,354191.45079367206
2,ALL,m,white,T,440792.4460318756
2,ALL,m,white,U,95703.35119057586
2,ALL,m,white,X,76679.71190476127
2,ALL,m,white,P,381998.0212302094
2,ALL,m,white,F,77214.70357142994
2,ALL,m,white,H,26821.441666667077
2,ALL,m,white,V,211220.0922617043
2,PLUS65,m,white,N,2538358.596033095
2,PLUS65,m,white,B,3056626.3110919474
2,PLUS65,m,white,D,256139.5490075328
2,PLUS65,m,white,R,1268107.9581359555
2,PLUS65,m,white,E,566120.5904776443
2,PLUS65,m,white,C,1581628.5222263315
2,PLUS65,m,white,U,40605.20952379514
2,PLUS65,m,white,X,36250.32281745637
2,PLUS65,m,white,T,116095.29801599313
2,PLUS65,m,white,S,126773.78928581819
2,PLUS65,m,white,A,54329.23373013528
2,PLUS65,m,white,H,1995.6750000000045
2,PLUS65,m,white,F,63200.958134874316
2,PLUS65,m,white,P,18845.415674603108
2,PLUS65,m,white,V,157395.5708333466
3,85+,m,white,N,998111.2900863913
3,85+,m,white,B,1188770.179365754
3,85+,m,white,D,65481.71507938504
3,85+,m,white,R,428763.73809376324
3,85+,m,white,E,185311.4043654988
3,85+,m,white,C,361263.661904581
3,85+,m,white,X,11475.774206350563
3,85+,m,white,T,26725.52817461105
3,85+,m,white,S,38662.78015872764
3,85+,m,white,U,13614.971825400264
3,85+,m,white,A,2410.5757936507894
3,85+,m,white,F,28236.207539684998
3,85+,m,white,H,176.45476190476194
3,85+,m,white,P,783.8646825396895
3,85+,m,white,V,47467.85396826298
3,ALL,m,white,N,3330272.8973382446
3,ALL,m,white,B,3898545.0783277405
3,ALL,m,white,D,431553.12261839915
3,ALL,m,white,C,2032181.0975919203
3,ALL,m,white,R,1580826.9916365447
3,ALL,m,white,E,845895.3059566545
3,ALL,m,white,A,211595.26825460824
3,ALL,m,white,S,337768.26666690747
3,ALL,m,white,T,443423.6412698024
3,ALL,m,white,U,105720.71785689259
3,ALL,m,white,X,77251.28373009413
3,ALL,m,white,P,369492.4051585904
3,ALL,m,white,F,74834.80119042256
3,ALL,m,white,H,28899.123412687426
3,ALL,m,white,V,195248.99920682912
3,PLUS65,m,white,N,2582355.9512016983
3,PLUS65,m,white,B,3039816.7988709942
3,PLUS65,m,white,D,256257.8916678133
3,PLUS65,m,white,R,1277835.1650723105
3,PLUS65,m,white,E,615608.6960312607
3,PLUS65,m,white,C,1508979.0761792243
3,PLUS65,m,white,U,47730.12341267656
3,PLUS65,m,white,X,36041.77023809941
3,PLUS65,m,white,T,118749.48214270273
3,PLUS65,m,white,S,119601.2829363449
3,PLUS65,m,white,A,52891.548412702046
3,PLUS65,m,white,H,2116.8488095237744
3,PLUS65,m,white,F,60940.81746030021
3,PLUS65,m,white,P,18065.794047620926
3,PLUS65,m,white,V,145481.7535713253
4,85+,m,white,N,1010386.5482378042
4,85+,m,white,B,1287414.5095604465
4,85+,m,white,D,58195.85882723726
4,85+,m,white,R,404580.8059586384
4,85+,m,white,E,139429.32809405457
4,85+,m,white,C,348414.4833837587
4,85+,m,white,X,9026.673581973315
4,85+,m,white,T,23873.603760134367
4,85+,m,white,S,39711.95997335233
4,85+,m,white,U,10207.86199633793
4,85+,m,white,A,1948.0818847818787
4,85+,m,white,F,23439.42275225604
4,85+,m,white,H,143.20824730824717
4,85+,m,white,P,858.5089882339942
4,85+,m,white,V,39625.14473303623
4,ALL,m,white,N,3376517.449910882
4,ALL,m,white,B,4202575.480884828
4,ALL,m,white,D,406635.6236605643
4,ALL,m,white,C,2007175.207532472
4,ALL,m,white,R,1518443.298688808
4,ALL,m,white,E,667280.804052882
4,ALL,m,white,A,183834.32240032553
4,ALL,m,white,S,353432.2332083468
4,ALL,m,white,T,443927.7488220997
4,ALL,m,white,U,80747.42713380772
4,ALL,m,white,X,60711.14605944189
4,ALL,m,white,P,414734.85410140635
4,ALL,m,white,F,63007.26463252325
4,ALL,m,white,H,22415.981504601765
4,ALL,m,white,V,162070.15755101497
4,PLUS65,m,white,N,2617152.5106376014
4,PLUS65,m,white,B,3301582.03691462
4,PLUS65,m,white,D,235396.68698393626
4,PLUS65,m,white,R,1228775.2293011057
4,PLUS65,m,white,E,474972.3221934761
4,PLUS65,m,white,C,1483548.396201471
4,PLUS65,m,white,U,36222.01221556206
4,PLUS65,m,white,X,28312.55894939333
4,PLUS65,m,white,T,110613.89670587136
4,PLUS65,m,white,S,127141.97542418735
4,PLUS65,m,white,A,45375.234823489045
4,PLUS65,m,white,H,1670.0033966033632
4,PLUS65,m,white,F,50977.09554885301
4,PLUS65,m,white,P,20411.549755808228
4,PLUS65,m,white,V,120321.49098381214
1,75-84,f,white,N,846439.0
1,75-84,f,white,R,436169.0
1,75-84,f,white,E,125392.0
1,75-84,f,white,C,650577.0
1,75-84,f,white,B,947412.0
1,75-84,f,white,D,100534.0
1,75-84,f,white,F,18592.0
1,75-84,f,white,X,7829.0
1,75-84,f,white,A,4020.0
1,75-84,f,white,T,21799.0
1,75-84,f,white,P,2978.0
1,75-84,f,white,S,32117.0
1,75-84,f,white,U,6387.0
1,75-84,f,white,H,135.0
1,75-84,f,white,V,54946.0
1,ALL,f,white,N,3466381.0
1,ALL,f,white,B,3906475.0
1,ALL,f,white,R,1475209.0
1,ALL,f,white,C,2397978.0
1,ALL,f,white,E,490525.0
1,ALL,f,white,P,221636.0
1,ALL,f,white,T,172360.0
1,ALL,f,white,X,35607.0
1,ALL,f,white,D,407761.0
1,ALL,f,white,A,85231.0
1,ALL,f,white,S,191655.0
1,ALL,f,white,F,72551.0
1,ALL,f,white,U,41888.0
1,ALL,f,white,H,2046.0
1,ALL,f,white,V,212317.0
1,PLUS65,f,white,N,3058202.0
1,PLUS65,f,white,B,3490840.0
1,PLUS65,f,white,R,1261573.0
1,PLUS65,f,white,C,1765948.0
1,PLUS65,f,white,E,392107.0
1,PLUS65,f,white,D,308106.0
1,PLUS65,f,white,T,66849.0
1,PLUS65,f,white,S,114264.0
1,PLUS65,f,white,F,68019.0
1,PLUS65,f,white,X,25588.0
1,PLUS65,f,white,A,18981.0
1,PLUS65,f,white,P,16085.0
1,PLUS65,f,white,U,18894.0
1,PLUS65,f,white,H,373.0
1,PLUS65,f,white,V,175126.0
2,75-84,f,white,N,936234.68154448
2,75-84,f,white,C,529190.201786023
2,75-84,f,white,R,443195.5279771201
2,75-84,f,white,B,923088.7708302527
2,75-84,f,white,E,187833.80238076687
2,75-84,f,white,D,95292.5541667141
2,75-84,f,white,X,8279.041666667803
2,75-84,f,white,U,12090.607142856637
2,75-84,f,white,T,23000.816071428824
2,75-84,f,white,S,25783.087500001384
2,75-84,f,white,F,19885.109523809468
2,75-84,f,white,A,3665.764880952259
2,75-84,f,white,P,2568.8797619047477
2,75-84,f,white,H,493.3500000000008
2,75-84,f,white,V,44723.80476189565
2,ALL,f,white,N,3788034.904720154
2,ALL,f,white,C,1955259.8359181492
2,ALL,f,white,R,1554773.218067148
2,ALL,f,white,B,3790059.111468224
2,ALL,f,white,E,726081.7333300754
2,ALL,f,white,D,401765.35634978936
2,ALL,f,white,P,192094.36369046354
2,ALL,f,white,U,62629.62003960456
2,ALL,f,white,T,177269.58452383138
2,ALL,f,white,F,78131.1619047652
2,ALL,f,white,S,153508.80654768815
2,ALL,f,white,X,42109.458928558684
2,ALL,f,white,A,75414.14722221738
2,ALL,f,white,H,9881.169047619072
2,ALL,f,white,V,172607.52817454268
2,PLUS65,f,white,N,3280005.4428327987
2,PLUS65,f,white,C,1445619.4055575556
2,PLUS65,f,white,R,1321906.633534729
2,PLUS65,f,white,B,3366496.763862145
2,PLUS65,f,white,E,594698.9121037718
2,PLUS65,f,white,D,294860.4263887526
2,PLUS65,f,white,U,38550.33690475397
2,PLUS65,f,white,T,71080.84821425547
2,PLUS65,f,white,S,93801.93472228202
2,PLUS65,f,white,X,26850.844246033965
2,PLUS65,f,white,F,72691.77976188192
2,PLUS65,f,white,A,16719.506349205163
2,PLUS65,f,white,H,1480.2845238095254
2,PLUS65,f,white,P,13742.119444444153
2,PLUS65,f,white,V,142449.76150800363
3,75-84,f,white,N,944782.2091690584
3,75-84,f,white,C,506803.6749990003
3,75-84,f,white,R,444213.64289156
3,75-84,f,white,B,922441.0063545521
3,75-84,f,white,E,204806.66670342576
3,75-84,f,white,D,94041.2909089935
3,75-84,f,white,X,8222.31908369271
3,75-84,f,white,U,14463.91392496828
3,75-84,f,white,T,23835.2551948117
3,75-84,f,white,S,24178.069083698476
3,75-84,f,white,F,19299.742893222978
3,75-84,f,white,A,3585.0774170274344
3,75-84,f,white,P,2488.3674963924973
3,75-84,f,white,H,530.0880952380923
3,75-84,f,white,V,41634.675793651295
3,ALL,f,white,N,3815122.3291476946
3,ALL,f,white,C,1878131.8011715119
3,ALL,f,white,R,1566397.5761994894
3,ALL,f,white,B,3785611.078702472
3,ALL,f,white,E,786910.3798017069
3,ALL,f,white,D,399938.04725787754
3,ALL,f,white,P,186028.7218615656
3,ALL,f,white,U,72004.45082967827
3,ALL,f,white,T,180672.5877346861
3,ALL,f,white,F,76124.28138522105
3,ALL,f,white,S,145704.1044010622
3,ALL,f,white,X,42223.6797979726
3,ALL,f,white,A,73312.85360749687
3,ALL,f,white,H,10642.99761904819
3,ALL,f,white,V,160795.1107143636
3,PLUS65,f,white,N,3295024.240201245
3,PLUS65,f,white,C,1387950.22816841
3,PLUS65,f,white,R,1329798.9107409327
3,PLUS65,f,white,B,3358539.9842146053
3,PLUS65,f,white,E,647038.2734490376
3,PLUS65,f,white,D,292092.0786082691
3,PLUS65,f,white,U,46692.25003605787
3,PLUS65,f,white,T,73956.7690836277
3,PLUS65,f,white,S,88615.27027405826
3,PLUS65,f,white,X,26754.19567100498
3,PLUS65,f,white,F,70822.38297254691
3,PLUS65,f,white,A,16186.025036079256
3,PLUS65,f,white,H,1593.4619047618828
3,PLUS65,f,white,P,13215.479401155617
3,PLUS65,f,white,V,132675.45039656686
4,75-84,f,white,N,968869.8683712352
4,75-84,f,white,C,502190.81135229627
4,75-84,f,white,R,430293.9783556262
4,75-84,f,white,B,984187.0652183559
4,75-84,f,white,E,161307.97663483996
4,75-84,f,white,D,87105.2039126513
4,75-84,f,white,X,6426.395518370013
4,75-84,f,white,U,11037.971861473348
4,75-84,f,white,T,22453.50113220644
4,75-84,f,white,S,24517.348587530476
4,75-84,f,white,F,16226.715273619091
4,75-84,f,white,A,3024.112573537576
4,75-84,f,white,P,2732.3653707403555
4,75-84,f,white,H,428.46667776667346
4,75-84,f,white,V,34524.21914474465
4,ALL,f,white,N,3902879.469213117
4,ALL,f,white,C,1866516.822359886
4,ALL,f,white,R,1501855.8266176707
4,ALL,f,white,B,4013268.287868025
4,ALL,f,white,E,628102.4231826548
4,ALL,f,white,D,374127.8280590237
4,ALL,f,white,P,208425.96631575117
4,ALL,f,white,U,55477.37899590984
4,ALL,f,white,T,178735.91288198496
4,ALL,f,white,F,63721.33863351384
4,ALL,f,white,S,146694.02940665107
4,ALL,f,white,X,33129.16456877297
4,ALL,f,white,A,64155.15605500282
4,ALL,f,white,H,8357.919089242305
4,ALL,f,white,V,134172.47694785715
4,PLUS65,f,white,N,3364770.6366835246
4,PLUS65,f,white,C,1372229.16843497
4,PLUS65,f,white,R,1274080.6466729133
4,PLUS65,f,white,B,3575345.5589935607
4,PLUS65,f,white,E,509591.7017997056
4,PLUS65,f,white,D,269972.3003180287
4,PLUS65,f,white,U,35928.15751193501
4,PLUS65,f,white,T,69171.86383330054
4,PLUS65,f,white,S,88678.46650001268
4,PLUS65,f,white,X,20977.388708521066
4,PLUS65,f,white,F,59188.32223880723
4,PLUS65,f,white,A,13998.08208458456
4,PLUS65,f,white,H,1273.3968947718963
4,PLUS65,f,white,P,14837.6026362569
4,PLUS65,f,white,V,110911.70682078796
1,65-74,m,white,N,475721.0
1,65-74,m,white,B,875916.0
1,65-74,m,white,C,773178.0
1,65-74,m,white,D,100131.0
1,65-74,m,white,R,356335.0
1,65-74,m,white,E,138420.0
1,65-74,m,white,A,44628.0
1,65-74,m,white,S,57934.0
1,65-74,m,white,T,46596.0
1,65-74,m,white,F,10391.0
1,65-74,m,white,P,18341.0
1,65-74,m,white,X,9891.0
1,65-74,m,white,U,10703.0
1,65-74,m,white,H,289.0
1,65-74,m,white,V,60777.0
2,65-74,m,white,N,646513.6261900356
2,65-74,m,white,B,820216.404759438
2,65-74,m,white,D,103228.74166674947
2,65-74,m,white,U,15493.36666666463
2,65-74,m,white,R,369190.18035759503
2,65-74,m,white,E,192646.53035693048
2,65-74,m,white,C,608093.4559523548
2,65-74,m,white,T,51671.424404747486
2,65-74,m,white,A,40073.02797618629
2,65-74,m,white,X,12164.288690476265
2,65-74,m,white,S,42377.16488094894
2,65-74,m,white,H,1286.9249999999997
2,65-74,m,white,F,12154.050595237835
2,65-74,m,white,P,15624.4839285711
2,65-74,m,white,V,48517.32857141554
3,65-74,m,white,N,668549.9230165456
3,65-74,m,white,B,815948.96190775
3,65-74,m,white,D,104024.03134905444
3,65-74,m,white,U,17561.6884920698
3,65-74,m,white,R,372498.3960313059
3,65-74,m,white,E,207388.83333406656
3,65-74,m,white,C,576897.9373009447
3,65-74,m,white,T,52095.74087300633
3,65-74,m,white,A,38868.94285714182
3,65-74,m,white,X,12201.572222223953
3,65-74,m,white,S,40303.28333333187
3,65-74,m,white,H,1368.3964285714221
3,65-74,m,white,F,11791.431349207576
3,65-74,m,white,P,14974.43214285886
3,65-74,m,white,V,44777.42936508175
4,65-74,m,white,N,677360.0581132638
4,65-74,m,white,B,886269.8094969253
4,65-74,m,white,D,98197.75137904125
4,65-74,m,white,U,13555.552777781062
4,65-74,m,white,R,363219.9449675507
4,65-74,m,white,E,164852.2034553274
4,65-74,m,white,C,573727.1671294981
4,65-74,m,white,T,49966.943842257664
4,65-74,m,white,A,33666.974481078636
4,65-74,m,white,X,9599.088500388732
4,65-74,m,white,S,43850.92695637992
4,65-74,m,white,H,1078.1892829393032
4,65-74,m,white,F,10003.740889666125
4,65-74,m,white,P,17011.308788439514
4,65-74,m,white,V,36891.33992951061
1,75-84,m,native,C,3418.0
1,75-84,m,native,B,5854.0
1,75-84,m,native,R,2639.0
1,75-84,m,native,N,3971.0
1,75-84,m,native,D,579.0
1,75-84,m,native,X,93.0
1,75-84,m,native,S,271.0
1,75-84,m,native,E,1209.0
1,75-84,m,native,U,66.0
1,75-84,m,native,T,234.0
1,75-84,m,native,A,161.0
1,75-84,m,native,F,116.0
1,75-84,m,native,P,16.0
1,75-84,m,native,H,1.0
1,75-84,m,native,V,668.0
1,ALL,m,native,C,15467.0
1,ALL,m,native,B,27467.0
1,ALL,m,native,E,6989.0
1,ALL,m,native,R,11016.0
1,ALL,m,native,N,20186.0
1,ALL,m,native,T,9192.0
1,ALL,m,native,A,7773.0
1,ALL,m,native,D,5260.0
1,ALL,m,native,S,6858.0
1,ALL,m,native,U,1925.0
1,ALL,m,native,X,1140.0
1,ALL,m,native,P,6092.0
1,ALL,m,native,H,241.0
1,ALL,m,native,F,457.0
1,ALL,m,native,V,3634.0
1,PLUS65,m,native,C,9478.0
1,PLUS65,m,native,B,16299.0
1,PLUS65,m,native,R,6968.0
1,PLUS65,m,native,N,10606.0
1,PLUS65,m,native,D,1857.0
1,PLUS65,m,native,T,818.0
1,PLUS65,m,native,X,258.0
1,PLUS65,m,native,A,946.0
1,PLUS65,m,native,S,758.0
1,PLUS65,m,native,E,3444.0
1,PLUS65,m,native,F,267.0
1,PLUS65,m,native,U,217.0
1,PLUS65,m,native,P,217.0
1,PLUS65,m,native,H,7.0
1,PLUS65,m,native,V,1921.0
2,75-84,m,native,C,2671.3583333333245
2,75-84,m,native,R,2715.554761904728
2,75-84,m,native,B,5463.446428571474
2,75-84,m,native,N,4830.234523809518
2,75-84,m,native,D,558.8964285714305
2,75-84,m,native,E,1619.7095238095458
2,75-84,m,native,X,96.01309523809527
2,75-84,m,native,A,158.60476190476174
2,75-84,m,native,T,246.4178571428566
2,75-84,m,native,S,195.47142857142833
2,75-84,m,native,F,110.92976190476193
2,75-84,m,native,U,95.53809523809524
2,75-84,m,native,P,16.449999999999996
2,75-84,m,native,H,7.624999999999999
2,75-84,m,native,V,509.750000000002
2,ALL,m,native,C,12033.366666666509
2,ALL,m,native,R,11778.547023808955
2,ALL,m,native,B,26259.99880952638
2,ALL,m,native,N,24803.360119050147
2,ALL,m,native,E,9021.91190476251
2,ALL,m,native,X,1517.5476190476227
2,ALL,m,native,T,8775.739880952535
2,ALL,m,native,D,6120.007738095502
2,ALL,m,native,S,5045.248214285723
2,ALL,m,native,A,6931.4244047622
2,ALL,m,native,H,1040.9999999999993
2,ALL,m,native,U,1932.257738095257
2,ALL,m,native,P,5120.717857142863
2,ALL,m,native,F,526.1613095238129
2,ALL,m,native,V,2789.710714285676
2,PLUS65,m,native,C,7342.777380952526
2,PLUS65,m,native,R,7253.791666667125
2,PLUS65,m,native,B,15167.061904760894
2,PLUS65,m,native,N,13057.783333332585
2,PLUS65,m,native,D,1884.590476190499
2,PLUS65,m,native,E,4561.667857142747
2,PLUS65,m,native,T,824.4291666666679
2,PLUS65,m,native,H,31.250000000000004
2,PLUS65,m,native,A,868.8595238095203
2,PLUS65,m,native,X,286.5017857142856
2,PLUS65,m,native,S,553.4642857142874
2,PLUS65,m,native,U,303.83988095238055
2,PLUS65,m,native,F,274.2696428571421
2,PLUS65,m,native,P,189.91309523809514
2,PLUS65,m,native,V,1460.800000000005
3,75-84,m,native,C,2509.438095238094
3,75-84,m,native,R,2719.5142857143014
3,75-84,m,native,B,5439.555952380739
3,75-84,m,native,N,4948.7238095237035
3,75-84,m,native,D,555.579761904759
3,75-84,m,native,E,1742.045238095216
3,75-84,m,native,X,93.75833333333343
3,75-84,m,native,A,159.88214285714275
3,75-84,m,native,T,250.84761904761822
3,75-84,m,native,S,177.1761904761902
3,75-84,m,native,F,102.30357142857156
3,75-84,m,native,U,108.87023809523828
3,75-84,m,native,P,16.33333333333333
3,75-84,m,native,H,8.092857142857143
3,75-84,m,native,V,463.87857142856814
3,ALL,m,native,C,11328.09722222279
3,ALL,m,native,R,11895.471031747631
3,ALL,m,native,B,26311.84047618738
3,ALL,m,native,N,25564.871031742776
3,ALL,m,native,E,9602.16746031731
3,ALL,m,native,X,1531.2115079365171
3,ALL,m,native,T,8690.924603174224
3,ALL,m,native,D,6283.1857142851695
3,ALL,m,native,S,4709.289682539655
3,ALL,m,native,A,6737.938888888193
3,ALL,m,native,H,1109.128571428584
3,ALL,m,native,U,2009.2781746031521
3,ALL,m,native,P,4876.294841269795
3,ALL,m,native,F,504.3111111111074
3,ALL,m,native,V,2542.9896825396745
3,PLUS65,m,native,C,6880.60714285678
3,PLUS65,m,native,R,7278.2365079356505
3,PLUS65,m,native,B,15084.240079368048
3,PLUS65,m,native,N,13418.230555558055
3,PLUS65,m,native,D,1896.1555555555426
3,PLUS65,m,native,E,4892.866269841075
3,PLUS65,m,native,T,824.3718253968326
3,PLUS65,m,native,H,33.37619047619046
3,PLUS65,m,native,A,851.159126984138
3,PLUS65,m,native,X,287.61944444444293
3,PLUS65,m,native,S,507.65634920634636
3,PLUS65,m,native,U,344.230158730157
3,PLUS65,m,native,F,261.11468253968167
3,PLUS65,m,native,P,179.3988095238095
3,PLUS65,m,native,V,1321.7373015873093
4,75-84,m,native,C,2446.5756105006144
4,75-84,m,native,R,2661.748831723823
4,75-84,m,native,B,5989.67350982316
4,75-84,m,native,N,5124.490204240005
4,75-84,m,native,D,508.1686480186455
4,75-84,m,native,E,1360.4434648684621
4,75-84,m,native,X,71.77191974691995
4,75-84,m,native,A,135.23105783105797
4,75-84,m,native,T,241.05730658230584
4,75-84,m,native,S,185.8646214896215
4,75-84,m,native,F,84.9601370851372
4,75-84,m,native,U,83.15617715617734
4,75-84,m,native,P,16.425288600288592
4,75-84,m,native,H,6.341666666666666
4,75-84,m,native,V,380.0915556665543
4,ALL,m,native,C,11130.794413920157
4,ALL,m,native,R,11553.523454324995
4,ALL,m,native,B,28266.390559447722
4,ALL,m,native,N,26661.73716839405
4,ALL,m,native,E,7913.753737928054
4,ALL,m,native,X,1164.8484626484667
4,ALL,m,native,T,9327.01008435968
4,ALL,m,native,D,6179.8599456095435
4,ALL,m,native,S,4753.752181152114
4,ALL,m,native,A,6094.194094793812
4,ALL,m,native,H,863.8713536463733
4,ALL,m,native,U,1575.5125180375246
4,ALL,m,native,P,5665.4444000440635
4,ALL,m,native,F,431.9071650571641
4,ALL,m,native,V,2114.400460650453
4,PLUS65,m,native,C,6722.096558996249
4,PLUS65,m,native,R,7101.290734265146
4,PLUS65,m,native,B,16551.375044404103
4,PLUS65,m,native,N,13932.73597791405
4,PLUS65,m,native,D,1771.0446470196382
4,PLUS65,m,native,E,3875.4992729492274
4,PLUS65,m,native,T,813.8673520923547
4,PLUS65,m,native,H,25.117893217893208
4,PLUS65,m,native,A,741.2138611388639
4,PLUS65,m,native,X,219.5951243201232
4,PLUS65,m,native,S,533.3358724608709
4,PLUS65,m,native,U,266.4079836829816
4,PLUS65,m,native,F,219.75215062714977
4,PLUS65,m,native,P,198.64093129093013
4,PLUS65,m,native,V,1089.0265956266057
1,85+,f,white,B,2023865.0
1,85+,f,white,R,527029.0
1,85+,f,white,C,483106.0
1,85+,f,white,N,1797988.0
1,85+,f,white,E,170356.0
1,85+,f,white,D,121099.0
1,85+,f,white,T,24299.0
1,85+,f,white,S,62657.0
1,85+,f,white,F,42150.0
1,85+,f,white,X,11954.0
1,85+,f,white,U,5073.0
1,85+,f,white,P,1465.0
1,85+,f,white,A,979.0
1,85+,f,white,H,78.0
1,85+,f,white,V,80663.0
2,85+,f,white,B,1930403.1803650802
2,85+,f,white,N,1827206.2922691074
2,85+,f,white,C,409056.22797638475
2,85+,f,white,R,578823.7761908717
2,85+,f,white,E,271964.5628963731
2,85+,f,white,U,15819.979166662915
2,85+,f,white,D,115415.1049604072
2,85+,f,white,S,52969.4341269547
2,85+,f,white,T,25994.639285716818
2,85+,f,white,F,44886.30515871453
2,85+,f,white,X,12181.50456349166
2,85+,f,white,P,1299.9869047619045
2,85+,f,white,H,244.8511904761901
2,85+,f,white,A,989.0404761904692
2,85+,f,white,V,65506.11448410045
3,85+,f,white,B,1921522.4237835985
3,85+,f,white,N,1822143.7440234912
3,85+,f,white,C,395897.82380912016
3,85+,f,white,R,584726.3218240718
3,85+,f,white,E,296324.57619124016
3,85+,f,white,U,20181.59007937204
3,85+,f,white,D,114586.85198395491
3,85+,f,white,S,50229.43293649962
3,85+,f,white,T,27449.618650802513
3,85+,f,white,F,43841.454761899826
3,85+,f,white,X,12228.100000002154
3,85+,f,white,P,1263.2087301587399
3,85+,f,white,H,265.2642857142861
3,85+,f,white,A,1003.2293650793838
3,85+,f,white,V,61097.35952383804
4,85+,f,white,B,2046135.2305210563
4,85+,f,white,N,1851414.7070521042
4,85+,f,white,C,384083.1864637644
4,85+,f,white,R,548446.5184114461
4,85+,f,white,E,229188.94562531053
4,85+,f,white,U,15616.397197251417
4,85+,f,white,D,103526.12478896714
4,85+,f,white,S,49452.227752756764
4,85+,f,white,T,24723.815964600268
4,85+,f,white,F,36454.17273837427
4,85+,f,white,X,9626.779309579471
4,85+,f,white,P,1330.2982101232076
4,85+,f,white,H,215.28297258297275
4,85+,f,white,A,810.8176490176523
4,85+,f,white,V,51736.495285251585
1,65-74,f,white,N,413775.0
1,65-74,f,white,C,632265.0
1,65-74,f,white,R,298375.0
1,65-74,f,white,B,519563.0
1,65-74,f,white,T,20751.0
1,65-74,f,white,E,96359.0
1,65-74,f,white,D,86473.0
1,65-74,f,white,F,7277.0
1,65-74,f,white,S,19490.0
1,65-74,f,white,X,5805.0
1,65-74,f,white,A,13982.0
